gene	mean	median	longest_isoform	merged
AC092506.1	1123	1066	2277	3135
FTLP17	524	524	524	524
AL591888.1	619	619	619	619
CDK4P1	833	833	833	833
LINC01676	776	683	1887	3119
SEPTIN2P1	180	180	180	180
AL512844.2	593	593	593	593
AL512844.1	1778	1778	1778	1778
LINC01677	1195	1183	2360	3120
AL355306.2	1226	1160	2282	8971
AL355306.1	577	577	577	577
AL499605.1	405	405	405	405
AL596327.1	213	213	213	213
MTATP6P14	673	673	673	673
MTCO1P14	1561	1561	1561	1561
LINC01661	1326	1354	1487	2185
PRMT6	2080	2613	2719	4336
NTNG1	2568	3038	4700	9118
AC114491.1	246	246	246	246
VAV3	1670	1293	5025	7353
MIR7852	82	82	82	82
VAV3-AS1	619	619	619	619
LINC02785	1161	823	2442	4135
SLC25A24	3370	3404	4252	6730
AL359258.2	1563	1563	1563	1563
AL359258.3	2333	2333	2333	2333
NBPF6	1854	1854	1881	1915
NBPF4	1869	1869	1920	1920
NBPF5P	1045	1045	1144	1144
AL390038.1	2481	2481	2481	2481
SLC25A24P1	393	393	491	491
SLC25A24P2	351	351	351	351
AL392088.2	281	281	281	281
ST13P21	1098	1098	1098	1098
AL392088.1	665	665	665	665
FAM102B	5185	5604	8366	9383
HENMT1	1374	1668	1880	2432
AL160171.1	946	946	946	946
PRPF38B	2709	2044	4830	6955
FNDC7	2381	2381	3095	3095
AL591719.2	386	386	386	386
STXBP3	1128	752	2520	5879
AL591719.1	743	743	743	743
AKNAD1	1864	2478	3047	5036
SPATA42	470	454	535	613
GPSM2	2575	1678	7058	7972
CLCC1	2343	2070	4717	4878
WDR47	2436	2728	4240	4570
BX679664.2	283	283	283	283
BX679664.3	555	555	555	555
BX679664.1	254	254	254	254
RANP5	655	655	655	655
TAF13	938	938	1072	1387
AL356488.3	2746	2746	2746	2746
TMEM167B	1258	931	2807	3601
SCARNA2	420	420	420	420
AL356488.2	427	427	427	427
AL356488.1	609	609	609	609
C1orf194	631	598	956	1235
KIAA1324	2321	1835	6888	9279
SARS1	1288	1217	1914	3850
CELSR2	6508	8232	11021	12836
PSRC1	1333	1647	1870	2855
MYBPHL	888	871	1342	1759
SORT1	2910	521	6593	7246
PSMA5	1499	1504	3824	5745
SYPL2	2118	2118	3705	4044
ATXN7L2	2177	2015	4373	5218
CYB561D1	2402	1282	5076	5700
AMIGO1	3682	3682	5136	5147
GPR61	2445	2806	4912	5048
AL355310.3	582	582	582	582
GNAI3	9015	9015	9015	9015
RNU6V	107	107	107	107
AL355310.1	594	594	594	594
MIR197	75	75	75	75
GNAT2	922	922	1379	1421
AMPD2	1890	1665	4106	9077
AL355310.2	688	688	688	688
RPL7P8	730	730	730	730
GSTM4	1225	912	3979	5343
AC246785.4	287	287	287	287
GSTM1	840	861	1177	2524
AC000032.1	499	499	499	499
GSTM2	4366	4366	4366	4366
GSTM5	1678	776	4375	6072
AL158847.1	808	808	808	808
GSTM3	1727	783	4118	4770
EPS8L3	1112	561	2325	3625
NDUFA5P10	357	357	357	357
CSF1	1310	933	3995	5357
LINC01768	450	450	450	450
AL450468.1	450	450	450	450
AL450468.2	1889	1889	1889	1889
AHCYL1	2143	1646	4315	5038
STRIP1	2020	1624	4879	7329
AL160006.1	4248	4248	4248	4248
ALX3	1563	1563	1986	2007
LINC01397	579	579	579	579
UBL4B	1499	1499	1499	1499
SLC6A17	2952	1899	6416	6633
AL355990.1	712	797	1155	1660
AL355990.2	508	508	508	508
LINC02586	747	747	747	747
KCNC4	4870	2986	18833	25100
AL137790.2	177	177	177	177
AL137790.1	124	124	124	124
RBM15-AS1	2610	2610	2610	2610
RBM15	3483	3313	4250	4675
LAMTOR5-AS1	852	746	2733	12709
SLC16A4	1886	2023	2568	3169
AL355488.1	2858	2858	2858	2858
LAMTOR5	893	770	1830	2391
PROK1	1393	1393	1393	1393
AL358215.1	482	482	482	482
AL358215.2	688	688	946	960
AL358215.3	1186	1186	1186	1186
CYMP	781	640	1263	1263
CYMP-AS1	2352	2352	2352	2352
KCNA10	1961	1961	1961	1961
KCNA2	4430	2493	11880	17381
AL365361.1	3485	3485	3485	3485
KCNA3	2475	2475	2475	2475
AL354713.1	99	99	99	99
NRBF2P3	666	666	666	666
OR11I1P	954	954	954	954
CD53	970	837	1571	2155
AL360270.2	5708	5708	5708	5708
AL360270.1	2366	2366	2366	2366
LRIF1	2330	2109	3310	3501
AL360270.3	1356	1356	1356	1356
CCNT2P1	1312	1312	1312	1312
RNA5SP54	92	92	92	92
DRAM2	992	754	2238	3128
CEPT1	1901	1977	5315	8420
AL355816.1	118	118	118	118
AL355816.2	657	657	657	657
DENND2D	1547	898	3238	6690
CHI3L2	922	754	2168	3277
CHIAP1	995	995	995	995
CHIAP2	1482	1214	2832	2840
CHIA	1642	1337	4270	4675
AL356387.1	493	493	493	493
AL356387.2	243	243	243	243
PIFO	1874	1522	3774	3949
CHIAP3	1133	1133	1133	1133
HIGD1AP12	281	281	281	281
PGBP	976	976	1348	1348
OVGP1	1091	640	2151	2477
AL390195.3	2035	2035	2035	2035
UBE2FP3	524	524	524	524
AL390195.2	569	569	723	861
WDR77	1173	799	2456	2685
AL390195.1	111	111	111	111
ATP5PB	1121	860	2628	3141
C1orf162	1444	1111	2307	2771
TMIGD3	956	851	1662	2428
RNU6-792P	107	107	107	107
ADORA3	1162	1065	1756	2556
RAP1A	2090	1334	5023	5531
LINC01160	495	580	712	790
KRT18P57	1254	1254	1254	1254
RNU6-151P	107	107	107	107
INKA2	1937	1217	5994	6436
INKA2-AS1	1802	2237	2392	2411
AL049557.1	1661	1745	2778	4301
DDX20	1769	1499	3594	4171
KCND3	4257	2716	7396	7863
KCND3-IT1	376	376	376	376
KCND3-AS1	478	470	583	777
LINC01750	1582	974	3064	3585
AL445426.1	1762	732	5586	6249
TXNP3	302	302	302	302
AL591521.1	104	104	104	104
CTTNBP2NL	2244	1237	5855	7364
MIR4256	64	64	64	64
WNT2B	6361	6850	11124	12375
AL354760.1	643	643	643	643
ST7L	1494	861	4482	8278
CAPZA1	945	750	2368	3502
MRPL53P1	308	308	308	308
RNU7-70P	66	66	66	66
MOV10	1815	780	4762	6507
AL603832.1	449	449	449	449
RHOC	919	888	2199	4028
AL603832.3	767	792	813	1078
PPM1J	1601	1820	2474	2871
AL603832.2	2127	2127	2127	2127
TAFA3	1169	1169	1282	1282
NUTF2P4	381	381	381	381
LINC01356	798	499	1548	2316
LINC01357	610	592	749	799
AL390729.1	156	156	156	156
SLC16A1	1902	1099	4367	5305
AKR7A2P1	948	948	948	948
SLC16A1-AS1	1870	1179	8783	12220
AL390242.1	1390	1390	1390	1390
RN7SKP88	250	250	250	250
AC241952.1	145	145	145	145
RNU2-38P	79	79	79	79
AC239802.1	408	408	408	408
AC239802.2	553	553	553	553
PFN1P6	399	399	399	399
PFN1P3	402	402	402	402
PFN1P8	543	543	543	543
PFN1P2	1114	1114	1832	1847
AC239809.3	2310	2310	3935	4448
AC239809.2	518	518	518	518
RNU1-129P	167	167	167	167
LINC02804	857	797	1546	2248
AC239860.3	2213	2213	2213	2213
RNVU1-7	164	164	164	164
AC239860.4	1992	1992	1992	1992
AC239860.2	273	273	273	273
PDE4DIPP1	1498	1498	1498	1498
AC239860.1	1270	1270	1270	1270
AC245297.2	565	565	565	565
MAGI3	3872	3310	6116	6764
MTND5P20	143	143	143	143
PHTF1	2055	1557	4316	7209
AL133517.1	748	748	748	748
RSBN1	3769	3237	6627	6825
AL137856.1	539	590	802	1584
PTPN22	2143	2258	3608	4498
AP4B1-AS1	1738	1738	1738	1738
BCL2L15	2339	483	5861	9137
AP4B1	1428	1012	3174	5853
DCLRE1B	2767	2679	3751	3864
HIPK1-AS1	1303	1312	2109	3060
HIPK1	4725	3777	8232	9246
OLFML3	1643	1934	2062	2836
AL591742.1	566	566	566	566
AL591742.2	2119	2119	2119	2119
SYT6	2735	3085	4480	5096
AL121999.1	332	332	332	332
MRPL57P1	265	265	265	265
AL035410.2	864	864	864	864
TRIM33	2813	2081	8371	9603
AL035410.1	427	427	427	427
EIF2S2P5	967	967	967	967
AL390241.1	109	109	109	109
PKMP1	1523	1523	1523	1523
BCAS2	1083	1083	1275	1289
DENND2C	3740	3855	6166	7405
AMPD1	1587	1771	2392	3159
RN7SL432P	294	294	294	294
NRAS	2539	2539	4322	4505
CSDE1	2221	2461	4317	5649
RNY1P13	105	105	105	105
SIKE1	1114	462	5496	5884
NR1H5P	1377	1377	1377	1377
SYCP1	1893	1677	3462	4278
TSHB	528	528	528	528
TSPAN2	1285	732	3212	3409
LINC01765	491	491	491	491
AL049825.1	1352	1352	1352	1352
NGF-AS1	2601	2601	2601	2601
NGF	1061	1061	1061	1061
AL512638.3	387	387	387	387
AL512638.1	795	795	795	795
AL512638.2	298	298	298	298
ELOCP20	345	345	345	345
CNOT7P2	832	832	832	832
AL592436.2	558	558	558	558
RN7SL420P	298	298	298	298
AL592436.1	134	134	134	134
VANGL1	2612	1959	8666	9037
CASQ2	1450	1450	2680	2775
NHLH2	3525	2511	7210	7524
HNRNPA1P43	910	910	910	910
LINC01649	1676	1731	1839	2427
SLC22A15	2140	1230	4702	5274
AL365318.1	706	706	706	706
MAB21L3	1917	1917	3234	3261
LINC01779	914	914	914	914
AL355538.1	216	216	216	216
AL355538.2	1430	1430	1430	1430
ATP1A1	1539	666	3762	7268
ATP1A1-AS1	1930	1929	3090	6490
RNU6-817P	104	104	104	104
LINC01762	575	583	768	1760
AL136376.1	515	515	515	515
AL390066.1	92	92	92	92
AL390066.2	2302	2302	2302	2302
AL390066.3	745	745	745	745
CD58	914	892	1328	1783
NAP1L4P1	1149	1149	1149	1149
MIR548AC	92	92	92	92
IGSF3	6130	7241	7313	7313
MIR320B1	79	79	79	79
C1orf137	386	386	386	386
GAPDHP64	1004	1004	1004	1004
NEFHP1	2630	2630	2630	2630
CD2	1021	1021	1565	1635
FTH1P22	521	521	521	521
AL157904.1	382	382	382	382
PTGFRN	2444	553	6322	6496
RNA5SP55	125	125	125	125
CD101	1926	1985	3324	3828
AL445231.1	1223	1223	1824	1956
TTF2	2221	866	9421	10299
MIR942	86	86	86	86
TRIM45	2641	2615	3540	4360
RPS15AP9	381	381	381	381
VTCN1	1725	2286	2716	3024
AL365264.1	297	297	297	297
LINC01525	582	568	754	858
AL358072.1	575	575	575	575
MAN1A2	2537	811	8583	9674
AL157902.2	1491	1491	1491	1491
VPS25P1	508	508	508	508
AL157902.1	533	442	780	1108
TENT5C	5651	5651	5651	5651
VDAC2P3	824	824	824	824
AL390877.1	122	122	122	122
AL390877.2	214	214	214	214
GDAP2	2512	1063	8833	10499
WDR3	3117	883	10023	10294
SPAG17	1406	586	7200	9826
AL391557.1	1350	1350	1350	1350
RNA5SP56	118	118	118	118
PSMC1P12	1314	1314	1314	1314
AL139148.1	680	680	680	680
TBX15	3395	3485	4031	4333
AL139420.1	653	653	653	653
AL139420.2	410	410	410	410
WARS2	1566	895	2808	3844
WARS2-IT1	2057	2057	2057	2057
RBMX2P3	957	957	957	957
RPS3AP12	753	753	753	753
WARS2-AS1	1830	1439	5581	11211
RPL6P2	783	783	783	783
AL359915.1	1050	879	1723	2920
LINC01780	807	807	1223	1532
RNU1-75P	129	129	129	129
HAO2	1210	1417	1696	1878
HAO2-IT1	311	311	311	311
HSD3B2	998	737	1783	2277
GAPDHP74	704	704	783	916
HSD3BP2	1117	1117	1117	1117
GAPDHP23	995	995	995	995
HSD3BP1	1112	1112	1112	1112
GAPDHP58	1006	1006	1006	1006
HSD3B1	963	724	1664	2435
GAPDHP32	998	998	998	998
HSD3BP3	995	995	995	995
GAPDHP27	1020	1020	1020	1020
HSD3BP4	1122	1122	1122	1122
GAPDHP33	1016	1016	1016	1016
LINC00622	1570	1570	1570	1570
HSD3BP5	1132	1132	1132	1132
ZNF697	5568	5568	5568	5568
PHGDH	1399	1302	3180	9233
HMGCS2	1462	1391	2433	2565
REG4	1423	1372	2335	3424
NBPF7	1331	1331	1331	1331
PFN1P9	433	433	433	433
NOTCH2P1	626	626	626	626
ADAM30	3010	3010	3010	3010
NOTCH2	3851	2928	7290	8100
AL391058.1	1032	1032	1032	1032
AL357055.2	430	430	430	430
AL357055.1	421	421	421	421
GJA8	1302	1302	1302	1302
AC239801.1	1398	1398	1398	1398
AC241644.2	480	480	480	480
GJA5	2393	3142	3148	3253
AC241644.3	409	409	493	626
AC241644.1	445	445	445	445
RN7SL261P	282	282	282	282
ACP6	1981	1080	6985	12033
BCL9	2444	662	6189	6336
LINC00624	3234	3234	3376	5572
OR13Z3P	391	391	391	391
OR13Z2P	555	555	555	555
AC242425.1	102	102	102	102
OR13Z1P	926	926	926	926
AC242426.1	961	961	961	961
CHD1L	2505	2783	3340	4293
AC242426.2	1694	1610	2981	4139
FMO5	1682	1784	2414	5998
RPL7AP15	795	795	795	795
CCT8P1	1657	1657	1657	1657
PDIA3P1	1767	1578	2215	3335
PRKAB2	2167	601	5323	5440
AC241584.2	2090	2090	2090	2090
RNVU1-8	143	143	143	143
AC241584.1	1238	1238	1238	1238
RNU1-151P	125	125	125	125
NBPF13P	1096	1096	1096	1096
AC244394.1	1664	1664	1664	1664
PDE4DIP	5516	5516	5516	5516
NBPF12	2911	2514	4093	4145
LINC02805	1531	1531	1967	2024
GPR89B	1816	1832	2697	5262
GPR89A	1267	919	2695	5314
PDZK1	1223	1010	2061	2405
PDZK1P1	1082	1350	1725	1790
CD160	1466	1430	3392	3975
RNF115	6111	6111	9117	11045
POLR3C	1435	1016	3795	4708
NUDT17	880	873	1473	1657
PIAS3	1741	1235	2899	4883
MIR6736	59	59	59	59
ANKRD35	3226	3226	3359	3363
ITGA10	2971	3086	5130	6242
AC243547.1	408	408	408	408
PEX11B	1306	1620	1632	1718
RBM8A	1086	566	4959	5585
GNRHR2	1186	1087	1597	2509
GNRHR2P1	631	631	631	631
RBM8B	524	524	524	524
LIX1L-AS1	637	739	921	3264
AC243547.3	586	586	979	1139
LIX1L	4028	4028	4028	4028
ANKRD34A	1629	715	3601	3665
AC243547.2	234	234	234	234
POLR3GL	1088	998	1603	1814
TXNIP	1558	1367	2990	3689
HJV	1355	1431	2134	2426
AC239799.2	1807	1807	1807	1807
RNVU1-6	165	165	165	165
AC245014.1	381	381	381	381
AC246785.3	314	314	314	314
AC246785.2	511	511	511	511
AC245389.1	529	529	529	529
AC245297.4	1118	1407	1732	2975
AC244669.1	239	194	447	602
AC245100.7	444	444	444	444
AC239804.2	81	81	81	81
AC122719.3	2780	2780	2780	2780
RNVU1-1	164	164	164	164
RNVU1-3	146	146	146	146
RNVU1-4	147	147	147	147
AC233263.6	1961	1961	1961	1961
AC142381.2	298	298	298	298
AC114501.1	172	172	172	172
AC145350.3	163	163	163	163
AC137761.2	223	223	223	223
AC233263.1	223	223	223	223
AC239859.1	2594	2594	2594	2594
NBPF17P	2119	2119	2119	2119
PFN1P12	535	535	535	535
RNU1-114P	166	166	166	166
RNVU1-17	164	164	164	164
RNVU1-23	135	135	135	135
RNVU1-18	163	163	163	163
AC239800.2	2675	2675	2675	2675
AC239800.1	870	870	870	870
FAM91A3P	2538	2538	2538	2538
FAM91A2P	2534	2534	2534	2534
AC243772.3	1009	1004	1536	3339
AC241377.3	775	775	997	1314
LINC02591	5241	5241	5241	5241
LINC01145	1409	919	3387	5320
LINC00623	549	549	685	685
RNU1-143P	146	146	146	146
LINC00869	2306	2306	2306	2306
AC239798.1	1176	1176	1176	1176
AC241585.3	686	686	686	686
AC239798.2	409	409	409	409
AC243772.1	410	410	410	410
AC241377.2	406	406	406	406
FCGR1A	1068	812	2175	2993
H2BC18	1027	876	1951	3193
FCGR1B	1086	1045	1894	4202
FCGR1CP	1122	1122	1122	1122
AC244453.3	459	459	459	459
H2BP2	688	563	1122	1265
AC243772.2	3540	3540	3540	3540
H3-2	1555	1897	2311	3650
AC246680.1	317	317	317	317
H3C13	411	411	411	411
H3P4	411	411	411	411
H4C14	918	775	1538	1865
H3C14	1657	1657	1657	1657
H2AC18	549	549	549	549
H2BC19P	2048	2048	3607	3607
H2BC20P	3504	3504	6432	6432
H2AC19	564	564	564	564
H3C15	1657	1657	1657	1657
H4C15	1138	1122	1685	1918
AC239868.1	1243	1243	1243	1243
H2BC21	2194	2194	2194	2194
H2AC20	390	390	390	390
H2AC21	532	532	532	532
BOLA1	885	851	1096	1461
SV2A	3640	3640	4378	4786
SF3B4	1185	1185	1544	1704
MTMR11	1930	2144	3354	4594
OTUD7B	4732	3841	8932	12260
AC244033.2	2291	2234	2947	3592
AC244033.1	867	867	867	867
VPS45	1374	1381	2695	7888
PLEKHO1	1340	708	3763	6686
AC242988.2	1154	1154	1154	1154
RN7SL480P	294	294	294	294
ANP32E	1800	1190	3432	3549
RNU2-17P	190	190	190	190
AC242988.1	708	708	708	708
CA14	1127	938	1787	3284
APH1A	1099	793	2352	3472
C1orf54	726	509	1251	1270
CIART	1220	1179	2011	2859
MRPS21	1344	1344	1462	1641
PRPF3	1373	1083	2608	5414
RPRD2	4511	4698	7605	8744
TARS2	1291	851	2718	4068
MIR6878	66	66	66	66
ECM1	1610	1444	3147	3441
FALEC	566	566	566	566
ADAMTSL4-AS2	665	665	665	665
ADAMTSL4	3364	3813	4320	6447
MIR4257	86	86	86	86
ADAMTSL4-AS1	1145	1030	1915	2617
RN7SL473P	299	299	299	299
RN7SL600P	299	299	299	299
MCL1	2452	2374	3962	4384
EIF3FP3	984	984	984	984
AL356356.1	121	121	121	121
ENSA	1077	725	2822	5498
AL356356.2	117	117	117	117
GOLPH3L	1518	973	3126	3336
HORMAD1	1147	784	1904	2411
RNU6-1042P	107	107	107	107
CTSS	1293	685	3930	4065
AL356292.1	373	373	373	373
CTSK	960	785	1629	1824
UBE2D3P3	425	425	425	425
ARNT	1835	807	4720	6453
RNU6-1309P	108	108	108	108
RPS27AP6	448	448	448	448
CTXND2	1229	1229	1229	1229
CYCSP51	313	313	313	313
SETDB1	1636	729	4437	7180
CERS2	1295	999	2537	4637
AL590133.2	635	635	641	777
AL590133.1	368	368	368	368
ANXA9	1001	942	1551	1594
MINDY1	1823	1961	2816	3797
PRUNE1	1770	1849	3025	3154
RNU6-884P	107	107	107	107
BNIPL	1561	1183	3306	3764
C1orf56	947	433	2082	2321
CDC42SE1	2146	2381	3501	4187
MLLT11	2481	2481	2481	2481
GABPB2	2377	1008	8821	9192
SEMA6C	1965	1505	5263	5866
RPS29P29	171	171	171	171
AL592424.1	1553	1553	1553	1553
TNFAIP8L2	1158	1158	1158	1158
SCNM1	959	862	1910	3259
LYSMD1	1735	1735	2467	2513
TMOD4	772	642	1232	1847
VPS72	886	801	1527	1780
PIP5K1A	1501	600	3804	5302
PSMD4	864	794	1528	3138
ZNF687-AS1	642	629	1002	1004
ZNF687	2876	3274	5377	6335
PI4KB	1882	965	3987	5464
RN7SL444P	300	300	300	300
AL391069.3	481	481	481	481
RFX5	1036	586	3583	4593
AL391069.1	361	361	361	361
AL391069.2	617	617	617	617
SELENBP1	1407	1703	2841	3480
PSMB4	1123	918	2072	2130
POGZ	2414	633	6650	10124
RNY4P25	96	96	96	96
CGN	1928	1026	5084	6632
AL365436.3	108	108	108	108
TUFT1	1767	1524	3110	3878
AL365436.2	526	526	526	526
MIR554	96	96	96	96
AL365436.1	495	495	495	495
SNX27	2420	1987	7202	16656
AL391335.1	535	535	535	535
RNU6-1062P	107	107	107	107
CELF3	2205	2325	5573	6764
AL589765.1	386	386	386	386
RIIAD1	657	476	1771	2275
RNU6-662P	104	104	104	104
AL589765.7	629	629	629	629
AL589765.3	462	462	462	462
MRPL9	741	581	1318	1785
OAZ3	969	729	3765	4608
AL589765.4	386	386	386	386
AL589765.2	415	415	415	415
AL589765.5	515	515	515	515
TDRKH	1726	1939	3088	5073
TDRKH-AS1	846	989	996	1138
AL589765.6	549	549	549	549
LINGO4	3381	3381	3381	3381
RORC	2394	2660	4141	6516
C2CD4D	1757	1757	1757	1757
AL450992.1	102	102	102	102
C2CD4D-AS1	506	506	506	506
THEM5	687	687	1060	1060
THEM4	2072	1832	4793	6933
AL450992.3	2797	2797	2797	2797
AL450992.4	661	661	661	661
KRT8P28	1390	1390	1390	1390
S100A10	530	521	671	1011
AL450992.2	4107	4107	4107	4107
NBPF18P	566	566	566	566
S100A11	560	560	563	649
SPTLC1P4	260	260	260	260
AL591893.1	1347	1347	1347	1347
TCHHL1	3605	3605	3605	3605
TCHH	6868	6868	6916	6916
AL589986.1	790	790	790	790
PUDPP2	693	693	744	1119
RPTN	3533	3533	3533	3533
FLG-AS1	2219	2462	5900	15048
AL589986.2	199	199	199	199
HRNR	9346	9346	9346	9346
FLG	12791	12791	12791	12791
FLG2	9150	9150	9150	9150
HMGN3P1	193	193	193	193
CRNN	2262	2262	2262	2262
LCE5A	887	887	887	887
CRCT1	733	733	733	733
LCE3E	619	619	619	619
LCE3D	625	625	625	625
LCE3C	417	417	417	417
LCE3B	288	288	288	288
LCE3A	270	270	270	270
LCEP4	325	325	325	325
AL139247.1	147	147	147	147
LCE2C	613	613	613	613
LCE2A	587	587	587	587
LCE2B	608	608	608	608
LCE4A	541	541	683	691
C1orf68	949	949	949	949
LCEP2	351	351	351	351
LCEP1	308	308	308	308
KPRP	2492	2492	2492	2492
LCE1F	357	357	357	357
LCE1E	680	575	1200	1299
LCE1D	448	448	448	448
LCE1C	427	427	644	692
LCE1B	1138	1138	1138	1138
LCE1A	625	625	625	625
LCE6A	639	639	639	639
AL162596.1	345	345	345	345
SMCP	773	773	773	773
IVL	2077	2077	2077	2077
LINC01527	1997	1997	1997	1997
SPRR5	901	901	901	901
SPRR4	754	754	754	754
SPRR1A	294	294	294	294
SPRR3	733	737	961	1417
AL356867.2	133	133	133	133
AL356867.1	299	299	299	299
SPRR1B	619	619	619	619
SPRR2D	761	785	800	1052
SPRR2A	677	677	677	677
SPRR2B	617	617	617	617
SPRR2E	685	685	692	735
SPRR2F	675	675	675	675
SPRR2C	219	219	219	219
SPRR2G	586	586	586	586
AL161636.1	2257	2257	2257	2257
LELP1	536	536	536	536
PRR9	1222	1222	1222	1222
AL161636.2	927	927	927	927
LOR	1311	1311	1311	1311
PGLYRP3	1173	1173	1173	1173
PGLYRP4	1594	2120	2133	2277
RNU6-160P	107	107	107	107
S100A9	573	573	573	573
S100A12	485	485	485	485
LAPTM4BP1	653	653	653	653
S100A8	540	495	717	891
S100A15A	181	181	181	181
S100A7A	1737	492	4278	4456
S100A7P1	274	274	274	274
S100A7L2	339	339	339	339
S100A7	435	435	442	486
RN7SL44P	302	302	302	302
BX470102.1	543	543	543	543
S100A6	514	479	673	971
S100A5	608	608	710	784
S100A4	574	550	754	873
S100A3	660	660	742	841
S100A2	598	556	977	1546
BX470102.2	3174	3174	3174	3174
S100A16	989	975	1201	1730
S100A14	885	1039	1221	1280
S100A13	889	658	2184	2216
AL162258.1	632	637	753	995
S100A1	949	592	2619	3026
AL162258.2	691	691	831	1054
CHTOP	1989	2084	2553	5633
SNAPIN	942	962	1204	1516
ILF2	1189	1008	1896	2251
NPR1	2117	1706	4175	4939
MIR8083	89	89	89	89
RN7SL372P	298	298	298	298
GEMIN2P1	752	752	752	752
AL513523.1	102	102	102	102
INTS3	3238	3081	5739	10463
AL513523.6	235	235	235	235
AL513523.5	318	318	318	318
SLC27A3	1520	703	4507	5472
AL513523.2	102	102	102	102
GATAD2B	1581	827	7469	9278
AL513523.4	1383	1383	2106	2369
AL513523.3	1311	1311	1311	1311
AL831737.1	271	271	271	271
AL358472.5	1260	1260	1267	1267
DENND4B	1395	551	5718	7595
CRTC2	1449	1626	2622	3628
SLC39A1	1792	2039	2724	3366
AL358472.7	2254	2254	2254	2254
MIR6737	70	70	70	70
AL358472.4	712	712	712	712
AL358472.3	415	415	415	415
CREB3L4	1058	905	1750	2904
JTB	890	897	1273	1482
AL358472.6	1706	1706	1706	1706
AL358472.2	1423	1423	1423	1423
RAB13	1229	1164	2118	2746
RPS27	519	496	653	1030
NUP210L	4347	4673	5882	5882
AL358472.1	329	329	329	329
RNU6-179P	112	112	112	112
RPS7P2	605	605	605	605
MIR5698	71	71	71	71
TPM3	1673	1217	7045	14192
RN7SL431P	305	305	305	305
MIR190B	79	79	79	79
C1orf189	674	674	674	674
C1orf43	1290	1283	1935	2747
UBAP2L	1634	945	3998	7495
SNORA58B	136	136	136	136
HAX1	966	917	1287	2074
AL354980.1	71	71	71	71
RNU6-239P	99	99	99	99
RNU6-121P	99	99	99	99
AL354980.2	234	234	234	234
AQP10	1652	1814	2262	2292
ATP8B2	2432	1522	5908	7659
RNU7-57P	60	60	60	60
AL162591.1	317	317	317	317
RPSAP17	883	883	883	883
IL6R-AS1	1755	1755	1755	1755
IL6R	1729	802	5791	6559
PSMD8P1	769	769	769	769
SHE	4699	6549	6867	8740
AL162591.2	684	684	684	684
TDRD10	1299	1327	2333	2708
UBE2Q1	884	525	3235	4187
UBE2Q1-AS1	431	431	431	431
AL592078.2	1525	1514	1626	1653
CHRNB2	1590	1812	2389	4247
AL592078.1	321	321	321	321
ADAR	4080	6364	6986	9628
AL606500.1	488	488	488	488
KCNN3	6037	1957	13040	13587
PMVK	714	714	1003	1003
AL451085.2	692	692	692	692
PBXIP1	1682	1013	3233	3923
AL451085.1	283	283	283	283
PYGO2	1691	1303	3177	3661
AL451085.3	801	801	801	801
SHC1	1943	1305	3480	4341
CKS1B	772	779	1166	2339
MIR4258	91	91	91	91
FLAD1	1302	1161	2656	4020
LENEP	602	602	649	730
ZBTB7B	2186	2129	4021	4307
DCST2	1622	2087	2494	3071
DCST1	1888	2199	2279	3189
DCST1-AS1	821	821	821	821
ADAM15	1743	1281	4667	6668
EFNA4	1138	1100	1258	1261
AL691442.2	1041	1041	1041	1041
EFNA3	1117	775	1816	1943
AL691442.1	109	109	109	109
EFNA1	1217	1288	1553	2166
SLC50A1	969	991	1345	2401
DPM3	470	486	517	622
HMGN2P18	271	271	271	271
KRTCAP2	799	545	3347	3909
AL713999.1	753	753	753	753
TRIM46	2586	2840	3319	4531
MUC1	1007	979	1836	2874
AC234582.1	718	718	923	2466
MIR92B	96	96	96	96
THBS3	1759	1763	3200	4627
MTX1	1333	1082	2576	3275
AC234582.2	565	565	565	565
GBAP1	1759	1838	2915	3649
MTX1P1	834	834	834	834
GBA	1157	877	2387	3648
FAM189B	1769	1787	3190	4509
SCAMP3	989	845	1545	2442
CLK2	1667	1885	2702	3763
HCN3	2142	2100	3837	4240
PKLR	2035	2479	3046	3167
FDPS	966	912	2018	3719
RUSC1-AS1	1472	1688	1834	3514
RUSC1	1656	1466	3433	5411
ASH1L	4198	1627	12045	13393
MIR555	96	96	96	96
RNU6-106P	104	104	104	104
ASH1L-IT1	452	452	452	452
RNU6-1297P	104	104	104	104
POU5F1P4	1087	1087	1087	1087
ASH1L-AS1	910	910	911	1209
AL353807.4	265	265	265	265
DAP3P1	278	278	278	278
AL353807.1	662	662	662	662
AL353807.2	220	220	220	220
MSTO1	1325	965	2640	4300
AL353807.3	2482	2482	2482	2482
AL353807.5	211	211	211	211
YY1AP1	1982	2555	2929	4984
DAP3	863	721	2017	4557
AL162734.1	157	157	157	157
MSTO2P	1072	723	1864	1864
GON4L	3459	1853	7828	12588
AL139128.1	941	941	941	941
SYT11	5171	5171	5171	5171
AL139128.2	106	106	106	106
RIT1	1173	803	3380	4028
KHDC4	1261	988	2997	4429
SNORA80E	137	137	137	137
SCARNA4	128	128	129	129
RXFP4	1240	1240	1240	1240
ARHGEF2	1762	871	4727	9135
MIR6738	64	64	64	64
AL355388.1	2157	2157	2157	2157
ARHGEF2-AS1	401	401	401	401
AL355388.2	1063	874	1552	2363
SSR2	1143	872	5157	6633
UBQLN4	1578	654	3578	3880
LAMTOR2	613	604	868	1404
