Peak.Chpreffed	Peak.Humreffed	ATAC11_SKM_Hyb1_Human_chpreffed_all_peaks.txt	ATAC11_SKM_Hyb1_Chimp_chpreffed_all_peaks.txt	Sum Human	Sum Chimp	Binomial p-value
peak_CM_HP_MN_PP_288141_promoter_RUNX2	peak_CM_HP_MN_PP_288141_promoter_RUNX2	35	34	35	34	1.0
peak_CM_HP_MN_PP_SKM_74676_promoter_STK38L	peak_CM_HP_MN_PP_SKM_74676_promoter_STK38L	38	35	38	35	0.8151212352249976
peak_CM_HP_MN_PP_292375_promoter_BACH2	peak_CM_HP_MN_PP_292375_promoter_BACH2	26	26	26	26	1.0
peak_CM_HP_MN_PP_SKM_132517_enhancer_MNT_7774.0_TSR1_56861.0	peak_CM_HP_MN_PP_SKM_132517_enhancer_MNT_7743.0_TSR1_56108.0	98	94	98	94	0.8286634291730075
peak_SKM_173347_enhancer_C2orf91_13854.5_PKDCC_77617.0	peak_SKM_173347_enhancer_C2orf91_13882.0_PKDCC_80424.0	27	22	27	22	0.5681724128491652
peak_CM_HP_MN_PP_SKM_74909_promoter_ERGIC2	peak_CM_HP_MN_PP_SKM_74909_promoter_ERGIC2	36	34	36	34	0.9049745264594622
peak_CM_HP_MN_PP_SKM_132406_promoter_OVCA2	peak_CM_HP_MN_PP_SKM_132406_promoter_OVCA2	44	34	44	34	0.3081682319436807
peak_CM_HP_MN_PP_SKM_76879_promoter_TUBA1A	peak_CM_HP_MN_PP_SKM_76879_promoter_TUBA1A	50	46	50	46	0.7596492883236297
peak_CM_HP_MN_PP_SKM_131652_promoter_CYBA	peak_CM_HP_MN_PP_SKM_131652_promoter_CYBA	34	32	34	32	0.9021585000966994
peak_CM_HP_MN_PP_SKM_76920_promoter_TROAP	peak_CM_HP_MN_PP_SKM_76920_promoter_TROAP	42	39	42	39	0.8243132151052083
peak_CM_HP_MN_PP_SKM_130782_enhancer_GSE1_59469.5_GINS2_135976.0	peak_CM_HP_MN_PP_SKM_130782_enhancer_GSE1_58875.0_GINS2_134525.5	36	37	36	37	1.0
peak_CM_HP_MN_PP_SKM_77894_promoter_PRR13_PCBP2	peak_CM_HP_MN_PP_SKM_77894_promoter_PCBP2_PRR13	60	68	60	68	0.5362687140711067
peak_CM_HP_MN_PP_SKM_130481_promoter_CRISPLD2	peak_CM_HP_MN_PP_SKM_130481_promoter_CRISPLD2	29	31	29	31	0.8974218269914307
peak_CM_HP_MN_PP_SKM_130451_promoter_USP10	peak_CM_HP_MN_PP_SKM_130451_promoter_USP10	28	27	28	27	1.0
peak_CM_HP_MN_PP_30706_promoter_OBSCN	peak_CM_HP_MN_PP_30706_promoter_OBSCN	25	26	25	26	1.0
peak_CM_HP_MN_PP_SKM_78323_promoter_ITGA7	peak_CM_HP_MN_PP_SKM_78323_promoter_ITGA7	32	32	32	32	1.0
peak_CM_HP_MN_PP_SKM_78327_promoter_BLOC1S1	peak_CM_HP_MN_PP_SKM_78327_promoter_BLOC1S1	36	35	36	35	1.0
peak_CM_HP_MN_PP_SKM_78332_promoter_CD63	peak_CM_HP_MN_PP_SKM_78332_promoter_CD63	75	86	75	86	0.4307246551015172
peak_CM_HP_MN_PP_SKM_78358_promoter_ORMDL2_SARNP	peak_CM_HP_MN_PP_SKM_78358_promoter_SARNP_ORMDL2	76	72	76	72	0.8053209566401804
peak_CM_HP_MN_PP_SKM_130298_promoter_HSDL1_DNAAF1	peak_CM_HP_MN_PP_SKM_130298_promoter_HSDL1_DNAAF1	26	26	26	26	1.0
peak_CM_HP_MN_PP_SKM_78403_promoter_SUOX	peak_CM_HP_MN_PP_SKM_78403_promoter_SUOX	45	41	45	41	0.7465343822890574
peak_CM_HP_MN_PP_SKM_130292_promoter_MBTPS1	peak_CM_HP_MN_PP_SKM_130292_promoter_MBTPS1	52	52	52	52	1.0
peak_CM_HP_MN_PP_SKM_1299_promoter_ICMT	peak_CM_HP_MN_PP_SKM_1299_promoter_ICMT	30	33	30	33	0.8013064925040663
peak_CM_HP_MN_PP_SKM_12994_promoter_GADD45A	peak_CM_HP_MN_PP_SKM_12994_promoter_GADD45A	109	107	109	107	0.9457736301231237
peak_CM_HP_MN_PP_SKM_78454_promoter_ESYT1	peak_CM_HP_MN_PP_SKM_78454_promoter_ESYT1	62	59	62	59	0.8558215992110789
peak_CM_HP_MN_PP_SKM_129912_promoter_GAN	peak_CM_HP_MN_PP_SKM_129912_promoter_GAN	41	41	41	41	1.0
peak_CM_HP_MN_PP_SKM_129848_promoter_CENPN_CMC2	peak_CM_HP_MN_PP_SKM_129848_promoter_CENPN_CMC2	126	116	126	116	0.5629885810243819
peak_CM_HP_MN_PP_SKM_129517_promoter_NUDT7	peak_CM_HP_MN_PP_SKM_129517_promoter_NUDT7	31	34	31	34	0.8043170001933984
peak_CM_HP_MN_PP_SKM_78499_promoter_ANKRD52	peak_CM_HP_MN_PP_SKM_78499_promoter_ANKRD52	55	52	55	52	0.846802075189195
peak_CM_HP_MN_PP_SKM_129469_promoter_MON1B	peak_CM_HP_MN_PP_SKM_129469_promoter_MON1B	74	75	74	75	1.0
peak_CM_HP_MN_PP_SKM_78546_promoter_TIMELESS	peak_CM_HP_MN_PP_SKM_78546_promoter_TIMELESS	56	59	56	59	0.852155526629713
peak_CM_HP_MN_PP_SKM_77812_promoter_RARG	peak_CM_HP_MN_PP_SKM_77812_promoter_RARG	86	76	86	76	0.4796151688082535
peak_CM_HP_MN_PP_SKM_77736_promoter_EIF4B	peak_CM_HP_MN_PP_SKM_77736_promoter_EIF4B	40	38	40	38	0.9099464518745242
peak_CM_HP_MN_PP_SKM_77689_enhancer_KRT8_25485.5_KRT78_30567.5	peak_CM_HP_MN_PP_SKM_77689_enhancer_KRT8_25490.5_KRT78_30587.5	28	26	28	26	0.8919231511047488
peak_CM_HP_MN_PP_SKM_77435_promoter_ACVR1B	peak_CM_HP_MN_PP_SKM_77435_promoter_ACVR1B	37	40	37	40	0.8198929037490488
peak_CM_HP_MN_PP_SKM_131624_promoter_ZC3H18	peak_CM_HP_MN_PP_SKM_131624_promoter_ZC3H18	53	50	53	50	0.8438976552528614
peak_CM_HP_MN_PP_SKM_76947_promoter_SPATS2	peak_CM_HP_MN_PP_SKM_76947_promoter_SPATS2	61	57	61	57	0.7825558614117515
peak_SKM_172506_enhancer_RASGRP3_45630.5_FAM98A_76519.5	peak_SKM_172506_enhancer_RASGRP3_45586.0_FAM98A_77051.0	30	28	30	28	0.8956832138895906
peak_CM_HP_MN_PP_SKM_76977_promoter_MCRS1	peak_CM_HP_MN_PP_SKM_76977_promoter_MCRS1	25	28	25	28	0.7838463022094988
peak_CM_HP_MN_PP_SKM_77001_enhancer_FMNL3_33379.5_PRPF40B_50513.0	peak_CM_HP_MN_PP_SKM_77001_enhancer_FMNL3_33339.5_PRPF40B_50529.5	39	41	39	41	0.9110721212260932
peak_CM_HP_MN_PP_SKM_77009_promoter_FMNL3	peak_CM_HP_MN_PP_SKM_77009_promoter_FMNL3	69	79	69	79	0.4595410438306956
peak_CM_HP_MN_PP_SKM_77013_promoter_TMBIM6	peak_CM_HP_MN_PP_SKM_77013_promoter_TMBIM6	58	54	58	54	0.7769647513696718
peak_CM_HP_MN_PP_SKM_131568_promoter_ZFPM1	peak_CM_HP_MN_PP_SKM_131568_promoter_ZFPM1	83	80	83	80	0.8755811728893373
peak_CM_HP_MN_PP_SKM_13151_promoter_DEPDC1	peak_CM_HP_MN_PP_SKM_13151_promoter_DEPDC1	49	51	49	51	0.9204107626128211
peak_CM_HP_MN_PP_SKM_131427_promoter_SLC7A5	peak_CM_HP_MN_PP_SKM_131427_promoter_SLC7A5	35	39	35	39	0.7275470834894697
peak_CM_HP_MN_PP_SKM_73287_promoter_WBP11_C12orf60	peak_CM_HP_MN_PP_SKM_73287_promoter_WBP11_C12orf60	48	45	48	45	0.8358461346314859
peak_CM_HP_MN_PP_SKM_77145_promoter_COX14	peak_CM_HP_MN_PP_SKM_77145_promoter_COX14	115	119	115	119	0.8445721639622709
peak_CM_HP_MN_PP_SKM_131275_promoter_FBXO31_MAP1LC3B	peak_CM_HP_MN_PP_SKM_131275_promoter_FBXO31_MAP1LC3B	79	59	79	59	0.10545402577641196
peak_CM_HP_MN_PP_SKM_77187_promoter_LARP4	peak_CM_HP_MN_PP_SKM_77187_promoter_LARP4	31	30	31	30	1.0
peak_CM_HP_MN_PP_SKM_77211_enhancer_DIP2B_117744.0_ATF1_145735.0	peak_CM_HP_MN_PP_SKM_77211_enhancer_DIP2B_115475.5_ATF1_143502.5	26	21	26	21	0.5600646295802106
peak_CM_HP_MN_PP_SKM_131271_enhancer_FBXO31_3578.0_MAP1LC3B_3801.5	peak_CM_HP_MN_PP_SKM_131271_enhancer_FBXO31_3564.0_MAP1LC3B_3787.5	27	28	27	28	1.0
peak_CM_HP_MN_PP_SKM_77261_promoter_SLC11A2	peak_CM_HP_MN_PP_SKM_77261_promoter_SLC11A2	28	28	28	28	1.0
peak_CM_HP_MN_PP_SKM_77275_promoter_CSRNP2	peak_CM_HP_MN_PP_SKM_77275_promoter_CSRNP2	63	51	63	51	0.302877552630325
peak_CM_HP_MN_PP_SKM_13116_promoter_WLS	peak_CM_HP_MN_PP_SKM_13116_promoter_WLS	44	41	44	41	0.8284232741648999
peak_CM_HP_MN_PP_SKM_77337_promoter_SLC4A8	peak_CM_HP_MN_PP_SKM_77337_promoter_SLC4A8	27	27	27	27	1.0
peak_CM_HP_MN_PP_SKM_77358_promoter_SCN8A	peak_CM_HP_MN_PP_SKM_77358_promoter_SCN8A	28	29	28	29	1.0
peak_CM_HP_MN_PP_SKM_131063_promoter_FOXC2	peak_CM_HP_MN_PP_SKM_131063_promoter_FOXC2	36	34	36	34	0.9049745264594622
peak_CM_HP_MN_PP_SKM_77156_promoter_CERS5	peak_CM_HP_MN_PP_SKM_77156_promoter_CERS5	69	65	69	65	0.7956287149703883
peak_CM_HP_MN_PP_SKM_132889_promoter_UBE2G1	peak_CM_HP_MN_PP_SKM_132889_promoter_UBE2G1	92	83	92	83	0.5454726578478978
peak_CM_HP_MN_PP_SKM_73196_enhancer_ATF7IP_110452.5_ATF7IP_130168.0	peak_CM_HP_MN_PP_SKM_73196_enhancer_ATF7IP_107577.5_ATF7IP_127220.5	27	29	27	29	0.8938530948350216
peak_CM_HP_MN_PP_SKM_13291_promoter_CTH	peak_CM_HP_MN_PP_SKM_13291_promoter_CTH	60	55	60	55	0.7093227303228266
peak_SKM_218233_enhancer_EFCAB6_17235.0_SULT4A1_33538.0	peak_SKM_218233_enhancer_EFCAB6_17384.0_SULT4A1_32810.5	27	29	27	29	0.8938530948350216
peak_CM_HP_MN_PP_SKM_69133_enhancer_PKNOX2_98296.0_TMEM218_151381.5	peak_CM_HP_MN_PP_SKM_69133_enhancer_PKNOX2_98765.5_TMEM218_151829.5	70	61	70	61	0.48472021812853044
peak_CM_HP_MN_PP_SKM_69205_promoter_FEZ1	peak_CM_HP_MN_PP_SKM_69205_promoter_FEZ1	38	36	38	36	0.9075606176124984
peak_CM_HP_MN_PP_SKM_69213_promoter_EI24	peak_CM_HP_MN_PP_SKM_69213_promoter_EI24	33	32	33	32	1.0
peak_CM_HP_MN_PP_SKM_69224_promoter_CHEK1	peak_CM_HP_MN_PP_SKM_69224_promoter_CHEK1	37	33	37	33	0.7202027723528612
peak_CM_HP_MN_PP_SKM_134026_enhancer_CCDC42_47195.5_SPDYE4_60832.5	peak_CM_HP_MN_PP_SKM_134026_enhancer_CCDC42_46994.0_SPDYE4_60711.0	51	49	51	49	0.9204107626128211
peak_CM_HP_MN_PP_SKM_133980_promoter_NDEL1	peak_CM_HP_MN_PP_SKM_133980_promoter_NDEL1	54	52	54	52	0.9226851594412753
peak_CM_HP_MN_PP_SKM_69304_enhancer_RPUSD4_48170.5_FAM118B_48422.0	peak_CM_HP_MN_PP_SKM_69304_enhancer_RPUSD4_48164.5_FAM118B_48420.0	39	36	39	36	0.8175538505509841
peak_CM_HP_MN_PP_244965_enhancer_AFAP1_31512.0_ABLIM2_187761.5	peak_CM_HP_MN_PP_244965_enhancer_AFAP1_31051.5_ABLIM2_187994.5	29	29	29	29	1.0
peak_CM_HP_MN_PP_SKM_133869_promoter_PER1	peak_CM_HP_MN_PP_SKM_133869_promoter_PER1	48	49	48	49	1.0
peak_CM_HP_MN_PP_SKM_69415_enhancer_ST3GAL4_188705.5_DCPS_237955.5	peak_CM_HP_MN_PP_SKM_69415_enhancer_ST3GAL4_188684.0_DCPS_240495.5	54	55	54	55	1.0
peak_CM_HP_MN_PP_SKM_69702_promoter_C11orf45	peak_CM_HP_MN_PP_SKM_69702_promoter_C11orf45	31	27	31	27	0.6940040940761318
peak_CM_HP_MN_PP_SKM_69735_enhancer_ARHGAP32_87158.5_BARX2_90287.0	peak_CM_HP_MN_PP_SKM_69735_enhancer_ARHGAP32_87148.0_BARX2_96301.0	45	34	45	34	0.2604255258972435
peak_CM_HP_MN_PP_SKM_69838_promoter_NFRKB	peak_CM_HP_MN_PP_SKM_69838_promoter_NFRKB	35	35	35	35	1.0
peak_CM_HP_MN_PP_SKM_69867_promoter_APLP2	peak_CM_HP_MN_PP_SKM_69867_promoter_APLP2	104	99	104	99	0.7789880814174097
peak_CM_HP_MN_PP_SKM_133799_promoter_TRAPPC1_CNTROB	peak_CM_HP_MN_PP_SKM_133799_promoter_TRAPPC1_CNTROB	39	43	39	43	0.7406528413457827
peak_CM_HP_MN_PP_SKM_133764_promoter_CYB5D1	peak_CM_HP_MN_PP_SKM_133764_promoter_CYB5D1	121	121	121	121	1.0
peak_CM_HP_MN_PP_SKM_133755_enhancer_KDM6B_2764.0_TMEM88_10018.0	peak_CM_HP_MN_PP_SKM_133755_enhancer_KDM6B_2766.0_TMEM88_10015.0	43	37	43	37	0.5764306261883931
peak_CM_HP_MN_PP_SKM_70487_promoter_JAM3	peak_CM_HP_MN_PP_SKM_70487_promoter_JAM3	34	36	34	36	0.9049745264594622
peak_CM_HP_MN_PP_SKM_133746_enhancer_KDM6B_12827.5_TMEM88_20081.5	peak_CM_HP_MN_PP_SKM_133746_enhancer_KDM6B_11616.5_TMEM88_18865.5	74	72	74	72	0.9340795771546316
peak_CM_HP_MN_PP_SKM_133708_promoter_DNAH2	peak_CM_HP_MN_PP_SKM_133708_promoter_DNAH2	62	59	62	59	0.8558215992110789
peak_SKM_221112_enhancer_WNT7A_67341.5_FBLN2_260263.5	peak_SKM_221112_enhancer_WNT7A_67518.5_FBLN2_263366.0	26	27	26	27	1.0
peak_CM_HP_MN_PP_SKM_134475_promoter_DNAH9	peak_CM_HP_MN_PP_SKM_134475_promoter_DNAH9	28	33	28	33	0.6089207154048286
peak_CM_HP_MN_PP_SKM_134522_promoter_ZNF18	peak_CM_HP_MN_PP_SKM_134522_promoter_ZNF18	51	48	51	48	0.8408215252256426
peak_CM_HP_MN_PP_SKM_69004_promoter_NRGN	peak_CM_HP_MN_PP_SKM_69004_promoter_NRGN	36	41	36	41	0.6487911623106449
peak_CM_HP_MN_PP_SKM_135187_promoter_NT5M	peak_CM_HP_MN_PP_SKM_135187_promoter_NT5M	39	39	39	39	1.0
peak_CM_HP_MN_PP_SKM_135179_promoter_COPS3	peak_CM_HP_MN_PP_SKM_135179_promoter_COPS3	76	74	76	74	0.9349614855143201
peak_CM_HP_MN_PP_SKM_67864_promoter_TMEM25	peak_CM_HP_MN_PP_SKM_67864_promoter_TMEM25	45	46	45	46	1.0
peak_CM_HP_MN_PP_SKM_67892_promoter_PHLDB1	peak_CM_HP_MN_PP_SKM_67892_promoter_PHLDB1	52	47	52	47	0.6878853435796917
peak_CM_HP_MN_PP_SKM_67921_promoter_DDX6	peak_CM_HP_MN_PP_SKM_67921_promoter_DDX6	37	33	37	33	0.7202027723528612
peak_CM_HP_MN_PP_SKM_67942_enhancer_BCL9L_16098.5_CXCR5_25908.5	peak_CM_HP_MN_PP_SKM_67942_enhancer_BCL9L_16078.0_CXCR5_25942.0	39	36	39	36	0.8175538505509841
peak_CM_HP_MN_PP_SKM_67972_promoter_UPK2	peak_CM_HP_MN_PP_SKM_67972_promoter_UPK2	32	35	32	35	0.8071946913670247
peak_CM_HP_MN_PP_SKM_135039_enhancer_ZNF287_19690.5_ZNF624_64483.0	peak_CM_HP_MN_PP_SKM_135039_enhancer_ZNF287_20069.5_ZNF624_64567.0	37	33	37	33	0.7202027723528612
peak_CM_HP_MN_PP_SKM_68000_promoter_HYOU1	peak_CM_HP_MN_PP_SKM_68000_promoter_HYOU1	31	32	31	32	1.0
peak_CM_HP_MN_PP_SKM_68021_promoter_C2CD2L	peak_CM_HP_MN_PP_SKM_68021_promoter_C2CD2L	22	27	22	27	0.5681724128491652
peak_CM_HP_MN_PP_SKM_133665_promoter_MPDU1	peak_CM_HP_MN_PP_SKM_133665_promoter_MPDU1	63	63	63	63	1.0
peak_CM_HP_MN_PP_SKM_68025_promoter_HINFP	peak_CM_HP_MN_PP_SKM_68025_promoter_HINFP	89	83	89	83	0.7031386893685874
peak_CM_HP_MN_PP_SKM_134964_promoter_CENPV	peak_CM_HP_MN_PP_SKM_134964_promoter_CENPV	24	28	24	28	0.6778086391424605
peak_CM_HP_MN_PP_SKM_134896_promoter_ZNF286B_ZNF286A	peak_CM_HP_MN_PP_SKM_134896_promoter_ZNF286A	32	29	32	29	0.7981526273057179
peak_CM_HP_MN_PP_SKM_68355_promoter_ARHGEF12	peak_CM_HP_MN_PP_SKM_68355_promoter_ARHGEF12	44	46	44	46	0.9161288770112892
peak_CM_HP_MN_PP_SKM_134812_promoter_PMP22	peak_CM_HP_MN_PP_SKM_134812_promoter_PMP22	103	90	103	90	0.3877628782642027
peak_CM_HP_MN_PP_SKM_134725_promoter_HS3ST3B1	peak_CM_HP_MN_PP_SKM_134725_promoter_HS3ST3B1	142	134	142	134	0.673576054411728
peak_CM_HP_MN_PP_SKM_68764_promoter_HSPA8	peak_CM_HP_MN_PP_SKM_68764_promoter_HSPA8	119	118	119	118	1.0
peak_CM_HP_MN_PP_SKM_134628_promoter_ELAC2	peak_CM_HP_MN_PP_SKM_134628_promoter_ELAC2	37	38	37	38	1.0
peak_CM_HP_MN_PP_SKM_13460_promoter_NEGR1	peak_CM_HP_MN_PP_SKM_13460_promoter_NEGR1	36	39	36	39	0.8175538505509841
peak_CM_HP_MN_PP_SKM_68915_promoter_ZNF202	peak_CM_HP_MN_PP_SKM_68915_promoter_ZNF202	42	38	42	38	0.7375543089843226
peak_CM_HP_MN_PP_SKM_68993_promoter_SIAE_SPA17	peak_CM_HP_MN_PP_SKM_68993_promoter_SIAE_SPA17	43	41	43	41	0.9132023622245968
peak_CM_HP_MN_PP_SKM_134974_promoter_UBB	peak_CM_HP_MN_PP_SKM_134974_promoter_UBB	32	40	32	40	0.40957939592707177
peak_CM_HP_MN_PP_SKM_78599_promoter_BAZ2A	peak_CM_HP_MN_PP_SKM_78599_promoter_BAZ2A	98	92	98	92	0.7169046430967031
peak_CM_HP_MN_PP_SKM_133661_promoter_EIF4A1	peak_CM_HP_MN_PP_SKM_133661_promoter_EIF4A1	88	80	88	80	0.5892869358592487
peak_CM_HP_MN_PP_SKM_70787_promoter_WNK1	peak_CM_HP_MN_PP_SKM_70787_promoter_WNK1	77	84	77	84	0.6364457777116782
peak_CM_HP_MN_PP_SKM_72170_promoter_PHB2_EMG1	peak_CM_HP_MN_PP_SKM_72170_promoter_PHB2_EMG1	55	53	55	53	0.9234010375945971
peak_CM_HP_MN_PP_SKM_7217_promoter_KHDRBS1	peak_CM_HP_MN_PP_SKM_7217_promoter_KHDRBS1	81	68	81	68	0.32558038049943583
peak_CM_HP_MN_PP_SKM_133092_promoter_CAMTA2	peak_CM_HP_MN_PP_SKM_133092_promoter_CAMTA2	33	29	33	29	0.7035366713552733
peak_CM_HP_MN_PP_SKM_72190_promoter_C1S	peak_CM_HP_MN_PP_SKM_72190_promoter_C1S	32	34	32	34	0.9021585000966994
peak_CM_HP_MN_PP_SKM_72234_promoter_PEX5	peak_CM_HP_MN_PP_SKM_72234_promoter_PEX5	43	44	43	44	1.0
peak_CM_HP_MN_PP_SKM_133072_promoter_SLC25A11_RNF167	peak_CM_HP_MN_PP_SKM_133072_promoter_SLC25A11_RNF167	56	54	56	54	0.9240973917982833
peak_CM_HP_MN_PP_SKM_72361_promoter_FOXJ2	peak_CM_HP_MN_PP_SKM_72361_promoter_FOXJ2	58	47	58	47	0.3291371261661389
peak_CM_HP_MN_PP_SKM_72377_promoter_NECAP1	peak_CM_HP_MN_PP_SKM_72377_promoter_NECAP1	40	39	40	39	1.0
peak_CM_HP_MN_PP_SKM_7245_promoter_KPNA6	peak_CM_HP_MN_PP_SKM_7245_promoter_KPNA6	27	26	27	26	1.0
peak_CM_HP_MN_PP_SKM_72487_enhancer_A2M_50820.0_KLRG1_77495.0	peak_CM_HP_MN_PP_SKM_72487_enhancer_A2M_50648.0_KLRG1_75697.0	33	29	33	29	0.7035366713552733
peak_CM_HP_MN_PP_SKM_72543_enhancer_CLEC2D_21666.0_KLRB1_40168.5	peak_CM_HP_MN_PP_SKM_72543_enhancer_CLEC2D_21640.0_KLRB1_40174.0	30	32	30	32	0.8990763136528589
peak_CM_HP_MN_PP_SKM_7258_promoter_TXLNA	peak_CM_HP_MN_PP_SKM_7258_promoter_TXLNA	57	49	57	49	0.49675439302894553
peak_CM_HP_MN_PP_SKM_72607_promoter_GABARAPL1	peak_CM_HP_MN_PP_SKM_72607_promoter_GABARAPL1	32	28	32	28	0.6988834276200058
peak_CM_HP_MN_PP_SKM_72669_promoter_YBX3	peak_CM_HP_MN_PP_SKM_72669_promoter_YBX3	43	42	43	42	1.0
peak_CM_HP_MN_PP_SKM_7268_promoter_IQCC	peak_CM_HP_MN_PP_SKM_7268_promoter_IQCC	33	27	33	27	0.5189580031896519
peak_CM_HP_MN_PP_SKM_72717_promoter_ETV6	peak_CM_HP_MN_PP_SKM_72717_promoter_ETV6	35	33	35	33	0.9035973456835127
peak_CM_HP_MN_PP_SKM_7277_promoter_TMEM234_EIF3I	peak_CM_HP_MN_PP_SKM_7277_promoter_TMEM234_EIF3I	26	27	26	27	1.0
peak_SKM_176215_enhancer_SPRED2_294573.5_ACTR2_442199.5	peak_SKM_176215_enhancer_SPRED2_296329.0_ACTR2_435235.0	48	50	48	50	0.9196068309220428
peak_CM_HP_MN_PP_SKM_132951_promoter_MYBBP1A	peak_CM_HP_MN_PP_SKM_132951_promoter_MYBBP1A	23	26	23	26	0.7754496546815659
peak_CM_HP_MN_PP_SKM_72918_enhancer_CDKN1B_7516.5_GPR19_28791.5	peak_CM_HP_MN_PP_SKM_72918_enhancer_CDKN1B_7525.0_GPR19_28777.5	47	45	47	45	0.9170405196524722
peak_CM_HP_MN_PP_SKM_7309_promoter_MARCKSL1	peak_CM_HP_MN_PP_SKM_7309_promoter_MARCKSL1	33	23	33	23	0.2288055412343561
peak_CM_HP_MN_PP_SKM_133124_promoter_ZNF232	peak_CM_HP_MN_PP_SKM_133124_promoter_ZNF232	40	39	40	39	1.0
peak_CM_HP_MN_PP_SKM_133134_promoter_ZNF594	peak_CM_HP_MN_PP_SKM_133134_promoter_ZNF594	32	35	32	35	0.8071946913670247
peak_CM_HP_MN_PP_SKM_72111_promoter_CDCA3_USP5	peak_CM_HP_MN_PP_SKM_72111_promoter_CDCA3_USP5	144	142	144	142	0.9528613199332714
peak_CM_HP_MN_PP_SKM_133160_promoter_NUP88_RPAIN	peak_CM_HP_MN_PP_SKM_133160_promoter_NUP88_RPAIN	30	34	30	34	0.7079807541347641
peak_CM_HP_MN_PP_SKM_133603_promoter_PLSCR3_TMEM256	peak_CM_HP_MN_PP_SKM_133603_promoter_PLSCR3_TMEM256	131	132	131	132	1.0
peak_CM_HP_MN_PP_SKM_133599_promoter_PLSCR3	peak_CM_HP_MN_PP_SKM_133599_promoter_PLSCR3	24	26	24	26	0.887724827340783
peak_CM_HP_MN_PP_SKM_70963_enhancer_CACNA2D4_20879.0_DCP1B_66856.0	peak_CM_HP_MN_PP_SKM_70963_enhancer_CACNA2D4_21350.5_DCP1B_64506.5	24	27	24	27	0.7797679305530743
peak_CM_HP_MN_PP_SKM_133567_promoter_EIF5A	peak_CM_HP_MN_PP_SKM_133567_promoter_EIF5A	92	86	92	86	0.7079478517624375
peak_CM_HP_MN_PP_SKM_71299_enhancer_TSPAN9_120510.0_TEAD4_239048.0	peak_CM_HP_MN_PP_SKM_71299_enhancer_TSPAN9_122686.0_TEAD4_240431.0	31	31	31	31	1.0
peak_CM_HP_MN_PP_SKM_133534_promoter_DVL2	peak_CM_HP_MN_PP_SKM_133534_promoter_DVL2	47	47	47	47	1.0
peak_CM_HP_MN_PP_SKM_71505_promoter_CCND2	peak_CM_HP_MN_PP_SKM_71505_promoter_CCND2	64	66	64	66	0.9301553393082163
peak_CM_HP_MN_PP_SKM_71550_promoter_C12orf4_RAD51AP1	peak_CM_HP_MN_PP_SKM_71550_promoter_C12orf4_RAD51AP1	37	36	37	36	1.0
peak_CM_HP_MN_PP_SKM_133455_promoter_C17orf49	peak_CM_HP_MN_PP_SKM_133455_promoter_C17orf49	71	71	71	71	1.0
peak_CM_HP_MN_PP_SKM_71889_enhancer_PLEKHG6_32821.0_TNFRSF1A_64188.0	peak_CM_HP_MN_PP_SKM_71889_enhancer_PLEKHG6_31916.0_TNFRSF1A_63272.5	33	35	33	35	0.9035973456835127
peak_CM_HP_MN_PP_253813_promoter_DNAJB14	peak_CM_HP_MN_PP_253813_promoter_DNAJB14	33	33	33	33	1.0
peak_CM_HP_MN_PP_SKM_71911_enhancer_PLEKHG6_12996.0_TNFRSF1A_18371.0	peak_CM_HP_MN_PP_SKM_71911_enhancer_PLEKHG6_12980.0_TNFRSF1A_18376.5	33	26	33	26	0.43499280512215344
peak_CM_HP_MN_PP_SKM_7193_promoter_PTP4A2	peak_CM_HP_MN_PP_SKM_7193_promoter_PTP4A2	49	46	49	46	0.8375560707290736
peak_CM_HP_MN_PP_SKM_133419_promoter_SLC13A5	peak_CM_HP_MN_PP_SKM_133419_promoter_SLC13A5	27	27	27	27	1.0
peak_CM_HP_MN_PP_SKM_71974_promoter_MRPL51_NCAPD2	peak_CM_HP_MN_PP_SKM_71974_promoter_MRPL51_NCAPD2	80	84	80	84	0.814870781347388
peak_CM_HP_MN_PP_SKM_133390_promoter_KIAA0753_TXNDC17	peak_CM_HP_MN_PP_SKM_133390_promoter_KIAA0753_TXNDC17	74	63	74	63	0.3929875546202088
peak_CM_HP_MN_PP_SKM_7198_enhancer_PTP4A2_6372.5_KHDRBS1_69383.5	peak_CM_HP_MN_PP_SKM_7198_enhancer_PTP4A2_6352.0_KHDRBS1_69195.0	29	25	29	25	0.6834892282353371
peak_CM_HP_MN_PP_SKM_133176_promoter_DERL2_MIS12	peak_CM_HP_MN_PP_SKM_133176_promoter_DERL2_MIS12	35	34	35	34	1.0
peak_SKM_194382_enhancer_SERPINE2_39924.0_MRPL44_41731.0	peak_SKM_194382_enhancer_SERPINE2_39946.0_MRPL44_41816.5	29	29	29	29	1.0
peak_CM_HP_MN_PP_SKM_72036_promoter_ZNF384	peak_CM_HP_MN_PP_SKM_72036_promoter_ZNF384	82	75	82	75	0.6321848782933405
peak_CM_HP_MN_PP_SKM_72061_promoter_MLF2	peak_CM_HP_MN_PP_SKM_72061_promoter_MLF2	32	33	32	33	1.0
peak_CM_HP_MN_PP_SKM_133172_promoter_DHX33	peak_CM_HP_MN_PP_SKM_133172_promoter_DHX33	34	36	34	36	0.9049745264594622
