gene	mean	median	longest_isoform	merged
RP4-799G3.1	554	554	554	554
RP4-799G3.2	547	547	547	547
LINC02815	659	659	659	659
ISCA1P2	421	421	421	421
LINC02814	1443	993	3190	3937
RP5-1061H20.5	856	856	921	1223
TMEM78	2175	2175	2175	2175
RP5-1061H20.4	3083	2520	5952	8197
RAB4A	1491	708	2987	3310
RP4-803J11.2	640	640	640	640
CCSAP	4549	4744	5217	6257
RNU6-180P	61	61	61	61
RN7SKP276	268	268	268	268
RP5-1068B5.1	350	350	350	350
ACTA1	1716	1491	2236	2381
NUP133	1898	872	5208	6081
RP5-1068B5.5	478	478	478	478
RP4-613A2.1	723	723	723	723
ABCB10	1786	877	3869	4268
RNU4-21P	126	126	126	126
RNA5SP78	118	118	118	118
HMGN2P19	265	265	265	265
TAF5L	2043	1810	4062	6402
URB2	3122	3122	5601	5989
RP11-108F13.2	906	906	906	906
HMGB1P26	628	628	628	628
LINC01682	878	822	1595	2666
LINC01736	821	793	1045	1186
GALNT2	2500	2766	4423	7712
RP5-956O18.2	1325	1325	1325	1325
RP5-956O18.3	1029	1029	1029	1029
PGBD5	4353	1569	10914	11257
RP4-553F17.1	540	540	540	540
LINC01737	403	403	403	403
RP11-543E8.2	404	404	404	404
COG2	2439	2784	7836	10946
AGT	3914	2632	8609	12703
RP11-99J16__A.2	686	673	850	1345
CAPN9	1935	2328	2575	2593
RNA5SP79	109	109	109	109
RP5-858B6.1	311	311	311	311
C1orf198	2064	1041	3819	5161
RP5-858B6.3	1332	1385	1769	1944
RP5-858B6.4	657	657	657	657
RP5-858B6.5	878	878	878	878
RN7SL837P	287	287	287	287
TTC13	1223	587	3276	4212
ARV1	1083	1037	1428	2125
FAM89A	1354	1503	1576	2402
MIR1182	97	97	97	97
RP11-423F24.3	573	573	573	573
RP5-1097F14.1	495	495	495	495
TRIM67	6958	9320	9389	9389
TRIM67-AS1	1348	1348	1348	1348
C1orf131	1293	1112	2657	5413
GNPAT	1548	1381	2685	3261
RNA5SP80	111	111	111	111
EXOC8	5100	5100	5100	5100
SPRTN	1751	1231	3559	5906
RP5-876B10.6	138	138	138	138
EGLN1	1717	1090	4335	5381
RP5-876B10.7	2633	3252	3288	3690
SNRPD2P2	333	333	333	333
RP11-295G20.2	889	502	2172	4472
TSNAX	2037	760	5629	6353
TSNAX-DISC1	3178	3361	3557	4207
LINC00582	597	597	597	597
DISC1	3092	2636	7084	12931
RNU5A-5P	116	116	116	116
DISC2	3906	1806	14995	16539
ENSG10010139087.1	205	205	205	205
DISC1-IT1	762	762	762	762
RP5-865N13.2	818	818	818	818
RP5-865N13.1	2241	2241	2241	2241
RP11-284L19.1	237	237	237	237
RN7SL299P	280	280	280	280
SIPA1L2	4883	6617	7105	8552
RNU6-1211P	105	105	105	105
LINC01745	372	372	372	372
LINC01744	1966	1987	2042	2269
MAP10	4514	4514	4514	4514
RNU1-74P	171	171	171	171
RP4-659I19.4	933	933	933	933
RP4-659I19.1	784	784	784	784
NTPCR	2588	931	8705	15854
PCNX2	1433	639	7530	13827
RPS7P3	580	580	580	580
RP5-862P8.3	324	324	324	324
MAP3K21	4589	4005	5853	7960
RNU4-77P	156	156	156	156
RP11-528D17.1	2077	2077	2077	2077
KCNK1	1188	954	2086	3527
MIR4427	68	68	68	68
RP5-895L2.1	1079	1079	1079	1079
RP11-301G21.1	353	353	353	353
RP11-301G21.2	3791	3791	3791	3791
RP11-488L4.2	729	729	729	729
SLC35F3	2952	2952	3143	3447
RAC1P7	377	377	377	377
RP4-799P18.2	1723	1723	1723	1723
RP4-799P18.4	452	452	452	452
SLC35F3-AS1	388	388	388	388
RP4-799P18.5	570	570	570	570
MIR4671	73	73	73	73
RP5-827C21.1	438	438	438	438
RP5-827C21.2	410	410	410	410
RP5-827C21.6	626	626	626	626
COA6-AS1	575	575	575	575
COA6	1023	855	1741	2288
TARBP1	1459	535	5206	7819
LINC01354	2720	2882	3225	3244
RP5-855F14.3	1099	1099	1099	1099
RP5-855F14.4	1765	1801	1915	3387
RP5-855F14.2	390	390	390	390
U8	133	133	143	128
IRF2BP2	3538	4615	5316	5377
RP4-781K5.2	693	693	693	693
LINC00184	2270	2270	2270	2270
RP4-781K5.9	526	526	526	526
RP4-781K5.4	731	631	1373	2441
RP4-781K5.5	933	933	933	933
RP4-781K5.6	3564	3564	3564	3564
RP4-781K5.7	1257	1257	1257	1257
LINC01132	1690	1013	3793	5083
PP2672	2437	2437	2438	2438
RP11-400F1.2	3610	3610	3610	3610
RNY4P16	94	94	94	94
RN7SL668P	303	303	303	303
RP11-443B7.2	423	423	423	423
RP11-443B7.1	799	805	1637	3681
RP11-443B7.3	846	846	846	846
LINC01348	3262	3262	3262	3262
RP4-597N16.1	226	226	226	226
RP4-597N16.4	430	430	430	430
TOMM20	1341	377	3283	3438
SNORA14B	135	135	135	135
RBM34	841	725	1847	2939
ARID4B	3188	3463	6022	11073
MIR4753	83	83	83	83
RPL23AP23	471	471	471	471
GGPS1	1391	1132	2895	3809
TBCE	1809	1897	5374	15396
RP11-382D8.3	282	282	282	282
RP11-517I24.5	1388	1388	1388	1388
RP11-517I24.6	428	428	428	428
RPS21P1	247	247	247	247
B3GALNT2	2428	2212	4719	10279
MTCYBP14	715	715	715	715
MTND6P14	522	522	522	522
MTND5P19	1794	1794	1794	1794
MTND4P10	1363	1363	1363	1363
MTND4LP21	295	295	295	295
MTND3P8	339	339	339	339
MTCO3P46	232	232	232	232
GNG4	2775	1721	4978	5194
RP11-293G6__B.8	708	708	708	708
RP11-365D9.1	1724	1724	1724	1724
LYST	4354	1045	13466	19614
LDHAP2	985	985	985	985
LYST-AS1	521	521	521	521
MIR1537	61	61	61	61
RNU6-968P	107	107	107	107
RP5-940F7.2	740	740	740	740
LINC02768	190	190	190	190
NID1	5602	5602	5792	5811
RP4-764D2.1	2310	2310	2310	2310
RP4-764D2.2	1140	1140	1140	1140
GPR137B	1075	1104	2033	2307
ERO1B	2258	1177	4994	5788
RNU2-70P	179	179	179	179
RP11-478H16.1	656	656	656	656
EDARADD	2067	2803	3116	3996
ENO1P1	1304	1304	1304	1304
LGALS8	1711	874	6420	9462
LGALS8-AS1	1443	1443	1457	1457
RP11-385F5.5	543	543	543	543
RP11-385F5.4	494	494	494	494
HEATR1	3379	793	8459	9061
ACTN2	3769	3284	10302	17976
MTR	5332	4197	10547	19254
RPSAP21	885	885	885	885
RPL35P1	370	370	370	370
MT1HL1	339	339	339	339
RP11-182B22.7	611	611	611	611
RYR2	5458	3981	16583	17855
RN7SKP195	303	303	303	303
MIR4428	73	73	73	73
ENSG10010138098.1	132	132	132	132
RP11-193H5.1	3127	3127	3127	3127
ZP4	2201	2201	2474	2474
RP11-193H5.2	775	775	775	775
MTCO1P38	300	300	300	300
RP11-193H5.8	1041	1041	1041	1041
RP11-193H5.7	956	956	956	956
MTRNR2L11	1552	1552	1552	1552
MTCYBP15	1127	1127	1127	1127
MTND6P15	521	521	521	521
MTND5P18	1801	1801	1801	1801
YWHAQP9	512	512	512	512
RP11-136B18.2	474	474	751	825
RP11-136B18.1	102	102	102	102
RNU6-725P	102	102	102	102
LINC01139	2032	1536	5583	5965
RP11-177F15.1	2900	2900	2900	2900
KRT18P32	1287	1287	1287	1287
MIPEPP2	1819	1819	1819	1819
RP11-362H12.2	4401	4401	4401	4401
RP11-307O1.1	156	156	156	156
RP11-544D21.3	3645	3645	3645	3645
RP11-544D21.2	3011	3011	3011	3011
CHRM3	2888	2219	9179	15173
CHRM3-AS2	1342	770	5593	9393
CHRM3-AS1	486	486	486	486
RP11-35L17.3	443	443	443	443
RP11-438O11.1	1459	1459	1459	1459
RP11-35L17.6	858	858	858	858
RPS7P5	581	581	581	581
FMN2	2400	2321	6429	18429
RP11-567G24.1	2720	2720	2720	2720
ADH5P3	1137	1137	1137	1137
RP11-567G24.3	417	417	497	497
RP11-177F11.1	316	316	316	316
GREM2	4176	4176	4176	4176
RP11-467I20.2	357	357	357	357
RP11-467I20.4	204	204	204	204
RP11-467I20.6	675	675	675	675
RP11-467I20.3	454	454	454	454
RNU5F-8P	111	111	111	111
RP11-467I20.5	385	385	385	385
RP11-80B9.4	435	435	435	435
RP11-80B9.1	1323	1371	1689	2730
THAP12P8	2115	2115	2115	2115
RGS7	2305	2295	2551	2576
RFKP1	428	428	428	428
HNRNPA1P42	957	957	957	957
RP11-435F13.2	344	344	344	344
MIR3123	75	75	75	75
RP11-306K13.1	303	303	303	303
RP11-527D7.4	2519	2188	3836	5806
RP11-527D7.1	1477	1374	5788	10647
RP11-527D7.3	3498	3498	3498	3498
FH	2424	2085	5122	9350
KMO	1611	691	5017	5946
OPN3	1348	880	2628	3724
CHML	2082	705	7711	7778
RP1-317G22.4	1281	1281	1281	1281
WDR64	2402	1983	5042	5622
RP11-553N16.6	1015	1015	1015	1015
RP11-553N16.1	853	853	853	853
EXO1	1287	691	3449	4137
RPL23AP20	421	421	421	421
BECN2	1296	1296	1296	1296
CFL1P4	498	498	498	498
MAP1LC3C	1207	1207	1207	1207
TUBB8P6	1288	1288	1288	1288
FAM166AP1	822	822	822	822
PLD5	2897	2779	8900	9546
RP11-561I11.4	934	817	1629	2555
RN7SKP12	143	143	143	143
RP11-561I11.3	766	766	766	766
RP11-513D4.3	161	161	161	161
RPL10AP5	634	634	634	634
RP11-513D4.1	510	510	510	510
RP11-435I3.1	437	437	437	437
RSL24D1P4	484	484	484	484
RP11-498M14.1	1410	1410	1410	1410
RP11-498M14.2	557	557	557	557
RP11-331N16.1	80	80	80	80
RP11-261C10.1	792	792	792	792
SEPTIN14P21	473	475	743	1474
CICP21	1838	1838	1838	1838
RP11-261C10.7	1243	1243	1243	1243
LINC01347	2098	2098	3841	3841
RNU6-747P	104	104	104	104
CEP170	1829	642	7059	10939
RP11-261C10.5	694	694	694	694
RP11-261C10.4	325	325	373	488
SDCCAG8	979	699	2581	5321
FCF1P7	558	558	558	558
MIR4677	80	80	80	80
AKT3	2568	1635	7950	16643
RP11-269F20.1	751	751	751	751
FABP7P1	391	391	391	391
RP11-370K11.1	389	389	389	389
AKT3-IT1	517	517	517	517
LINC02774	1300	1300	1799	2014
ZBTB18	3795	3795	3851	3906
RP11-278H7.5	3580	3580	3580	3580
RP11-278H7.4	468	468	468	468
RP11-278H7.6	2831	2831	2831	2831
RN7SL148P	279	279	279	279
RP11-278H7.3	567	567	567	567
RP11-469G10.1	596	596	596	596
C1orf100	716	662	1151	1151
RP11-518L10.5	642	642	642	642
TGIF2P1	685	685	685	685
ADSS2	1431	932	2555	3441
CATSPERE	1739	1530	3436	4431
CYCSP5	297	297	297	297
DESI2	1622	992	4017	4936
RP11-173A6.2	289	289	289	289
RP11-173A6.4	1065	1065	1065	1065
RP11-173A6.3	563	563	563	563
RP11-11N7.6	638	638	638	638
COX20	1754	2290	2616	4570
HNRNPU	3787	3120	13084	22512
RP11-11N7.4	535	535	535	535
RN7SKP55	307	307	307	307
RNU6-947P	106	106	106	106
RP11-156E8.1	1739	1739	1739	1739
EFCAB2	1078	729	6167	8607
RNU6-1089P	104	104	104	104
RNU6-999P	105	105	105	105
RP11-290P14.2	791	791	791	791
RNU1-132P	164	164	164	164
KIF26B	7289	7187	13593	14404
KIF26B-AS1	810	810	810	810
DNAJC19P8	259	259	259	259
RP11-522M21.2	271	271	271	271
RP11-522M21.3	447	447	447	447
SMYD3	906	777	1863	5866
RP11-83A16.1	696	696	696	696
SMYD3-AS1	724	724	867	940
CHCHD4P5	427	427	427	427
RNU6-1283P	105	105	105	105
SMYD3-IT1	361	361	361	361
RP11-690C23.4	1371	1371	1371	1371
LINC01743	964	964	964	964
RP11-690C23.5	417	417	417	417
RP11-690C23.3	280	280	280	280
TFB2M	1784	1784	1784	1784
CNST	2740	2594	5127	5933
RP11-1086F11.1	1960	1960	1960	1960
RP11-452J6.2	222	222	222	222
RP11-439E19.9	2968	2968	2968	2968
RP11-439E19.7	522	522	522	522
SCCPDH	2141	2141	2141	2141
RPL35AP6	322	322	322	322
KIF28P	1627	1264	3064	3525
RP11-439E19.10	3472	3472	3472	3472
LINC01341	1820	1829	2773	4770
RP11-397A15.4	105	105	105	105
ENSG10010134722.1	82	82	82	82
AHCTF1	5384	7041	8887	9579
ZNF695	1188	844	3341	3756
ZNF670-ZNF695	1896	1896	2751	3197
RP11-551G24.3	1256	1256	1256	1256
ZNF670	4197	4197	4197	4197
RP11-551G24.2	1231	1231	1231	1231
RP11-107G24.3	321	321	321	321
ZNF669	1092	730	1951	1980
RP11-107G24.4	864	864	864	864
C1orf229	2258	2258	2258	2258
FGFR3P6	610	610	610	610
ZNF124	1475	1315	2776	5433
RP11-488L18.6	270	270	270	270
RP11-488L18.3	1670	1670	1670	1670
RP11-488L18.10	1246	1246	1246	1246
ZNF731P	798	648	1465	2160
MIR3916	94	94	94	94
RNA5SP82	92	92	92	92
RP11-488L18.8	706	706	706	706
RP11-488L18.1	1941	1941	1941	1941
VN1R17P	1090	1090	1090	1090
VN1R5	1239	1239	1239	1239
ZNF496	4277	4586	9243	10552
RP11-433K2.8	1100	1100	1100	1100
RP11-433K2.9	604	604	604	604
NLRP3	3435	3838	4318	4753
OR2B11	4826	4545	6414	6414
OR2W5P	1213	1080	1597	1647
GCSAML	2347	1822	4130	4680
OR2C3	6296	8467	8509	8509
RP11-978I15.10	509	509	538	894
OR2G2	954	954	954	954
OR2G3	930	930	930	930
OR14L1P	3009	3009	3009	3009
RP11-634B7.4	1533	1570	1969	3951
OR3D1P	955	955	955	955
OR13G1	2568	2568	2568	2568
OR6F1	1436	1378	1762	1762
RP11-634B7.5	453	453	453	453
OR14A2	718	718	945	1087
OR14K1	945	945	945	945
OR1C1	2513	2513	3719	3980
OR9H1P	4632	4632	4888	4888
OR14A16	1367	1367	1367	1367
HSD17B7P1	1017	1017	1017	1017
OR6R1P	940	940	940	940
OR11L1	969	969	969	969
TRIM58	5170	5170	5170	5170
OR2W3	945	945	945	945
OR2T8	2422	2422	2422	2422
OR2AJ1	1873	1873	1873	1873
CLK3P2	1453	1453	1453	1453
OR2X1P	687	687	687	687
OR2L8	939	939	939	939
OR2AK2	1154	1154	1154	1154
OR2L9P	913	913	913	913
OR2L1P	980	980	1023	1023
OR2L6P	940	940	940	940
OR2L5	2429	2429	2429	2429
OR2L2	3219	4225	4300	4375
OR2L3	2822	2830	2846	2929
OR2T32P	1038	1038	1114	1114
OR2L13	1902	1942	1948	2019
OR2M1P	951	951	951	951
OR2M5	939	939	939	939
OR2M2	1190	1190	1229	1229
OR2M3	5487	5487	9913	9933
OR2M4	5934	5934	5934	5934
OR2T33	2592	2592	4118	4132
OR2T12	5708	5708	5708	5708
OR2M7	939	939	939	939
OR14C36	939	939	939	939
OR2T4	963	963	963	963
OR2T6	4670	4670	4670	4670
OR2T1	2104	2104	2104	2104
OR2T7	3436	3436	3463	3733
OR2T2	3368	3368	3405	3530
OR2T3	957	957	957	957
RP11-407H12.8	967	967	967	967
OR2T5	2525	2525	2525	2525
OR2AS2P	342	342	342	342
OR2G6	5962	5962	6084	6197
RP11-438F14.3	1448	967	2423	2791
OR2AS1P	319	319	319	319
OR2T29	1835	1835	2637	2652
OR2T34	957	957	957	957
OR2T10	2284	2284	3519	3522
RP11-438F14.10	454	454	454	454
OR2T11	3770	3770	3770	3770
OR2T35	2957	2957	2957	2957
OR2T27	1210	1210	1285	1285
RP11-438F14.11	1341	1341	1449	2544
OR14I1	1007	1007	1007	1007
LYPD9P	570	660	732	923
WI2-2118C23.2	440	440	440	440
AHCYP8	209	209	209	209
LYPD8	1162	1162	1162	1162
DPY19L4P1	2158	2158	2158	2158
SH3BP5L	2759	3129	4122	5724
MIR3124	67	67	67	67
ZNF672	1007	583	3045	3741
ZNF692	1060	859	2704	3929
AL672294.1	462	462	462	462
PGBD2	1959	2717	2879	3651
RNU6-1205P	106	106	106	106
RPL23AP25	463	463	463	463
FAM110C	1634	552	3880	4088
AC079779.7	2064	816	4775	5256
SH3YL1	1299	863	3540	11132
ACP1	814	689	1552	4160
ALKAL2	669	573	1184	1986
AC079779.4	543	543	694	922
AC079779.5	937	870	1723	3574
RP11-356M6.1	548	548	548	548
LINC01865	849	849	853	1505
AC105393.1	549	549	549	549
AC105393.2	1123	598	2347	2430
LINC01874	474	474	510	609
RP11-625N16.1	729	729	729	729
LINC01875	660	660	660	660
AC093326.3	1405	1080	2639	3573
TMEM18	2091	1736	6187	8469
TMEM18-DT	1073	851	1943	2924
RP11-455F15.1	550	550	550	550
AC092159.3	571	571	571	571
AC116609.1	716	493	1266	1478
LINC01115	1933	1808	3247	9107
AC116609.3	256	256	256	256
AC116609.2	535	535	535	535
LINC01939	1048	1048	1536	1631
AC113607.3	589	589	589	589
SNTG2-AS1	539	539	539	539
SNTG2	835	610	1907	4488
AC114808.3	432	432	432	432
AC114808.2	536	536	536	536
AC108462.1	850	850	850	850
AC141930.2	1340	1340	2125	2569
TPO	1932	1296	5391	8453
AC144450.1	786	786	786	786
AC141930.3	762	762	762	762
AC144450.2	1641	1641	1641	1641
PXDN	1588	656	6817	11266
MYT1L	3637	3316	7322	35151
RP11-755H23.1	991	991	1007	1722
AC093390.1	3403	3403	3403	3403
MYT1L-AS1	3198	3198	3230	3244
AC018685.1	2562	2562	4578	4713
RP11-455M16.1	3383	3383	3383	3383
AC011995.1	2774	2976	3781	8783
AC018685.2	368	368	368	368
AC011995.3	578	578	578	578
LINC01250	1434	1434	2344	2415
AC019118.3	567	567	718	952
AC019118.4	435	435	435	435
EIPR1	1051	741	2932	5723
EIPR1-IT1	718	718	718	718
TRAPPC12	962	677	3401	9193
TRAPPC12-AS1	908	908	908	908
RP11-1293J14.1	473	473	473	473
ADI1	2235	2181	3870	5350
AC142528.1	974	974	974	974
AC108488.4	641	584	914	1532
RP13-512J5.1	2699	2699	2742	2773
RNASEH1	2168	1434	5289	5945
RNASEH1-AS1	2094	1115	4333	4377
RP13-512J5.2	2456	2456	3700	3700
RPS7	1067	707	5429	5529
COLEC11	1227	1312	1633	2778
AC010907.2	693	693	693	693
TMSB4XP2	210	210	210	210
ALLC	1345	1441	1869	2537
GAPDHP48	961	961	961	961
AC010907.5	807	807	807	807
DCDC2C	1176	717	2097	2856
LINC01304	1704	1572	4548	6990
AC012445.1	607	607	607	607
NPM1P48	853	853	853	853
LINC01249	1722	1655	2952	3778
ENSG10010137215.1	84	84	84	84
RNU6-649P	107	107	107	107
AC073143.1	395	395	395	395
AC107057.1	319	319	319	319
LINC01248	468	468	468	468
AC108025.2	650	650	1058	1115
SOX11	9002	9002	9002	9002
AC010729.1	1309	1309	1419	2481
AC010729.2	1883	1883	2021	2021
LINC01810	854	854	1298	1431
SILC1	2756	2779	5937	22919
MIR7158	71	71	71	71
AC017053.1	1076	969	1790	2550
LINC01247	4209	4209	4209	4209
LINC01824	1023	1111	1359	2169
PIK3CDP1	922	922	922	922
MIR7515HG	950	795	2563	9017
RP11-485O17.2	1095	1095	1095	1095
MIR7515	67	67	67	67
LINC00487	1052	602	2131	2202
NRIR	1120	799	2055	2749
CMPK2	1519	1224	3095	4390
RSAD2	2625	3006	4853	5659
RP11-439M11.1	578	578	578	578
GRASLND	2279	2374	3206	5898
RNF144A	1364	584	5720	6450
AC019048.1	829	562	1347	2061
RN7SKP112	318	318	318	318
RP11-557L19.1	634	634	634	634
AC010904.1	315	315	315	315
AC013460.1	1592	1261	4633	9787
RNU6ATAC37P	131	131	131	131
RP11-16D24.1	3190	3190	3190	3190
AC092580.3	469	469	469	469
LINC01871	243	243	243	243
AC092580.2	139	139	139	139
AC092580.1	658	658	658	658
AC007463.2	650	640	807	882
LINC00298	1629	1768	2236	4409
RP11-244L12.1	802	802	802	802
LINC00299	1689	1467	3830	22322
U91324.1	959	1193	1276	1716
LINC01814	1775	1081	8839	13522
RP11-217D23.1	3391	3391	3391	3391
AC011747.6	565	565	565	565
SNRPEP5	278	278	278	278
ID2-AS1	3205	4043	6025	7084
ID2	1109	961	2041	2213
KIDINS220	3517	3220	8735	15361
MBOAT2	1431	646	7622	8694
HMGB1P25	607	607	607	607
RPL30P3	333	333	333	333
RP11-734K21.2	482	482	547	817
RP11-734K21.5	3273	3273	3273	3273
RP11-734K21.3	1118	1118	1127	1218
RP11-734K21.4	455	455	455	455
ASAP2	2862	2409	5665	7257
EIF1P7	337	337	337	337
ITGB1BP1	1229	748	4859	6659
CPSF3	1504	871	3157	3686
IAH1	1079	818	2793	5901
ADAM17	2893	2826	6573	10728
RP11-400L8.2	415	415	491	568
RP11-214N9.1	877	877	877	877
YWHAQ	1226	709	2216	2701
RP11-521D12.1	1011	1114	1468	2962
RP11-521D12.2	1237	948	1852	2715
RNU4-73P	141	141	141	141
RP11-521D12.4	166	166	166	166
RP11-521D12.5	1947	1947	1947	1947
TAF1B	835	642	2267	3975
RP11-95D17.1	3231	3231	3231	3231
RP11-95D17.3	975	975	975	975
GRHL1	2115	1970	5400	7952
AC010969.1	1476	1476	2412	2794
RP11-254F7.1	1248	1248	1248	1248
RP11-254F7.2	1572	1572	1572	1572
KLF11	2296	2269	4035	4594
RP11-254F7.3	446	446	446	446
CYS1	1622	1622	2738	2847
AC104794.4	312	312	312	312
ENSG10010135820.1	115	115	115	115
RRM2	1579	787	3673	9153
ENSG10010139025.1	135	135	135	135
MIR4261	58	58	58	58
RN7SL66P	264	264	264	264
RP11-83M8.1	1871	1871	1871	1871
ENSG10010137705.1	134	134	134	134
HPCAL1	1828	1648	4781	6237
ODC1	1394	1304	2476	2791
SNORA80B	136	136	136	136
ODC1-DT	2091	2457	4242	4696
NOL10	2333	3333	3498	3836
AC092687.5	565	565	565	565
RN7SL832P	1756	1756	1756	1756
AC092687.3	568	568	568	568
ATP6V1C2	1894	1578	3259	3502
RNU7-138P	64	64	64	64
RP11-791G15.2	393	393	393	393
PDIA6	2016	2311	2682	4096
RNU7-176P	62	62	62	62
LINC01954	566	483	754	959
AC092687.4	389	389	389	389
RP11-245G13.1	277	277	277	277
KCNF1	2292	2292	2292	2292
RPL6P4	856	856	856	856
AC062028.1	1571	1547	2428	4540
C2orf50	4441	4441	7902	7902
SLC66A3	829	630	1784	2271
ROCK2	2644	895	8345	10198
RNU6-1081P	107	107	107	107
AIDAP1	917	917	917	917
PPIAP60	492	492	492	492
AC099344.2	1061	1061	1061	1061
LINC00570	1131	1282	1488	2175
AC099344.3	626	626	626	626
RP11-427E2.1	2624	1929	4835	9356
E2F6	2220	2683	3450	4067
GREB1	3229	2199	8555	12432
RNA5SP84	107	107	107	107
MIR4429	73	73	73	73
RNU2-13P	113	113	113	113
RN7SL674P	275	275	275	275
NTSR2	1600	1600	1600	1600
CDK8P1	601	601	601	601
RP11-494G9.1	596	596	596	596
LPIN1	2277	628	5690	11861
AC106875.1	1114	1114	1170	1171
AC012456.3	1605	1605	1605	1605
AC012456.4	561	561	561	561
MIR548S	82	82	82	82
MIR3681HG	1012	913	2183	8444
MIR4262	54	54	54	54
SNORD18	70	70	70	70
MIR3681	72	72	72	72
RNU6-843P	104	104	104	104
AC096559.2	399	399	399	399
RP11-333O1.2	1796	1796	1796	1796
RP11-333O1.1	813	813	813	813
TRIB2	2138	1804	4344	4567
MIR3125	78	78	78	78
AC064875.2	1705	1651	3041	5949
RP11-115H11.1	2240	2240	2240	2240
AC092635.1	455	455	455	455
LINC00276	2049	2049	3503	3848
AC016730.1	832	832	832	832
RNU6-1288P	104	104	104	104
AC011897.2	305	305	346	346
LRATD1	3203	2909	6319	8365
RP11-314E10.1	2128	2128	2128	2128
AC068286.1	467	467	467	467
NBAS	2002	844	7278	8947
RPS26P18	348	348	348	348
AC008278.2	409	409	409	409
DDX1	2950	2621	5418	10125
AC008278.3	568	568	568	568
LINC01804	924	472	1871	2223
AC113608.1	487	487	487	487
RNU5E-7P	117	117	117	117
RPLP1P5	305	305	305	305
ENSG10010136800.1	104	104	104	104
MYCNOS	1237	770	3218	5100
MYCNUT	1039	1039	1039	1039
MYCN	2153	2153	2613	2616
RN7SL104P	293	293	293	293
AC010145.4	516	516	516	516
GACAT3	1376	1364	2267	3755
AC142119.1	747	747	853	1262
WI2-2221J1.1	144	144	144	144
ENSG10010134915.1	93	93	93	93
AC010745.1	637	637	637	637
AC010745.2	1405	1439	2085	5374
AC010745.3	415	415	415	415
RP11-549D18.1	720	720	720	720
AC010745.4	740	740	740	740
AC010880.1	374	374	432	477
AC104623.2	808	745	1296	1458
RP11-542H15.1	4006	4006	4006	4006
CYRIA	1547	579	4670	5448
AC008069.1	1256	596	2610	2722
AC008069.2	950	950	950	950
LINC01866	201	201	201	201
RN7SKP168	300	300	300	300
ZFYVE9P2	604	604	604	604
PSMC1P10	1327	1327	1327	1327
RAD51AP2	3724	3724	3724	3724
VSNL1	1307	784	2725	3790
SMC6	2437	2131	5240	9824
GEN1	3066	732	9957	11832
MSGN1	1339	1339	1339	1339
KCNS3	1287	585	2397	3128
ENSG10010134961.1	128	128	128	128
RP11-111J6.4	3223	3223	3223	3223
RP11-111J6.3	606	606	606	606
RP11-111J6.2	819	819	819	819
RDH14	1148	1148	1560	1586
NT5C1B-RDH14	1918	1918	2142	2150
NT5C1B	1662	1768	2678	3987
RNU6-1215P	102	102	102	102
AC106053.1	368	368	368	368
RP11-599B8.1	1264	1264	1264	1264
LINC01376	1155	626	2080	3043
MIR4757	77	77	77	77
OSR1	2219	1906	4171	5279
AC010096.1	1501	1501	1709	1709
LINC01808	1044	975	1643	3059
AC019055.1	443	443	443	443
CISD1P1	327	327	327	327
LINC00954	1461	1087	2995	6491
TTC32	791	757	941	1995
TTC32-DT	545	545	545	545
WDR35	3712	3135	6931	7807
AC079145.4	2484	2484	3836	3852
MATN3	1597	1443	2557	3151
LAPTM4A	926	926	1365	1546
LAPTM4A-DT	573	573	573	573
AC098828.2	746	746	746	746
RPS16P2	440	440	440	440
RN7SL140P	294	294	294	294
RNU6-961P	105	105	105	105
SDC1	1629	1084	3291	3613
DRG1P1	1155	1155	1155	1155
RNU7-113P	62	62	62	62
PUM2	2276	584	6309	6969
SLC7A15P	1363	1363	1363	1363
RNA5SP86	98	98	98	98
RHOB	2367	2367	2367	2367
AC023137.2	308	308	308	308
AC012065.4	686	686	686	686
NDUFAF2P1	510	510	510	510
HS1BP3	2188	1375	7728	14625
RP11-130L8.2	439	439	439	439
HS1BP3-IT1	600	600	600	600
RPS25P3	375	375	375	375
GDF7	9267	9267	9267	9267
RP11-130L8.1	679	679	679	679
LDAH	2201	2045	3917	4433
LINC02850	1498	1498	1498	1498
RP11-116D2.1	1605	1605	1605	1605
APOB	6514	4404	14121	14828
AC010872.1	675	675	675	675
RP11-83B6.1	901	901	901	901
TDRD15	6492	6492	7180	7180
RP11-79J24.1	379	379	379	379
AC067959.1	544	504	642	1018
AC011752.1	826	744	1426	3326
NUTF2P8	363	363	363	363
AC009411.2	1405	1405	1477	1873
AC009411.1	779	764	988	1540
LINC01822	1657	1663	2098	2299
RN7SL117P	296	296	296	296
LINC01830	1633	1210	3185	7675
AC068044.1	1978	1978	1978	1978
AC099799.1	192	192	192	192
RNA5SP87	118	118	118	118
LINC01884	770	743	1401	2237
RN7SKP27	333	333	333	333
AC016768.1	644	625	820	1765
AC012506.1	525	525	525	525
AC012506.2	892	892	892	892
AC012506.3	533	533	533	533
AC012506.4	556	556	572	751
KLHL29	4302	4184	6385	11109
AC011239.1	584	584	584	584
AC011239.2	1489	1489	1489	1489
RP11-557N21.1	1919	1919	2706	2814
ATAD2B	2445	867	8112	10501
PGAM1P6	747	747	747	747
RPS13P4	457	457	457	457
UBXN2A	2544	1876	6022	6838
SDHCP3	506	506	506	506
RN7SL610P	291	291	291	291
MFSD2B	1958	2070	2934	4522
WDCP	2703	3700	3848	3870
RNU6-370P	104	104	104	104
