gene	mean	median	longest_isoform	merged
MCM5	1639	663	4582	7529
HMOX1	906	748	1556	2302
Z82244.1	568	568	568	568
Z82244.2	324	324	324	324
TOM1	1367	854	2915	6197
MIR6069	85	85	85	85
MIR3909	119	119	119	119
AL008635.1	382	382	382	382
HMGXB4	1815	1471	4233	6346
LINC01399	489	489	489	489
Z99755.1	358	358	358	358
Z99755.2	361	361	361	361
ISX	3234	3234	3389	3389
AL024495.1	1680	1680	2690	3360
AL021877.1	1370	1370	2209	2533
Z82196.2	551	551	551	551
Z82196.1	775	775	775	775
AL021877.2	10356	10356	10356	10356
LINC01643	1140	1156	1593	3741
Z68323.1	2065	1074	4605	5517
LARGE1	1524	612	4418	6752
Z73429.1	342	342	342	342
LARGE-AS1	1176	1082	2485	2805
LARGE-IT1	560	560	560	560
Z69713.1	137	137	137	137
SNORA50B	135	135	135	135
MIR4764	88	88	88	88
Z82173.1	485	485	485	485
LINC01640	933	817	1546	1894
Z82198.2	210	210	210	210
Z82198.1	437	437	437	437
SYN3	1146	671	6875	9235
Z83846.1	262	262	262	262
TIMP3	4589	4589	4589	4589
Z73495.1	146	146	146	146
RNA5SP497	94	94	94	94
Z82246.1	462	462	462	462
FBXO7	1987	1901	6828	8478
BPIFC	1603	1888	2176	2226
RTCB	851	611	2017	2939
AL021937.2	201	201	201	201
RFPL3S	1249	977	4156	6621
AL021937.5	71	71	71	71
AP005264.6	101	101	101	101
AP1B1P2	106	106	106	106
Z83839.2	72	72	72	72
C22orf42	1766	1766	1997	2459
AL008723.1	565	565	565	565
SLC5A4	2030	2030	2030	2030
RFPL2	1207	1230	1340	2487
SLC5A4P1	172	172	172	172
RFPL3	513	513	668	668
RFPL1	918	918	918	918
AL008723.3	88	88	88	88
AC002059.3	831	922	1290	1686
AP1B1P1	191	191	191	191
Z83839.1	630	630	630	630
SLC5A1	2718	2756	4792	5041
LINC02558	713	568	1283	1612
RN7SL305P	281	281	281	281
AL008719.1	502	502	502	502
YWHAH	1299	1276	2335	2852
Z82190.2	1867	1867	1867	1867
C22orf24	1357	1106	2296	2656
Z82248.1	801	801	801	801
DEPDC5	3149	2554	6494	17700
Z82190.1	478	478	478	478
RNU6-201P	61	61	61	61
AL022331.1	478	478	478	478
RN7SL20P	295	295	295	295
PRR14L	4971	1865	10807	11795
PISD	1469	1182	2645	5359
MIR7109	65	65	65	65
DRG1	1351	676	3843	5845
AL096701.2	238	238	238	238
H2AZP6	385	385	385	385
EIF4ENIF1	1744	718	3696	5953
AL096701.4	879	879	879	879
AL096701.3	1079	613	2126	2266
LINC01521	1061	1061	1603	1603
PATZ1	2705	3066	3885	5787
PIK3IP1-AS1	485	485	548	616
RNA5SP496	109	109	109	109
PIK3IP1	2013	2413	3049	3739
LIMK2	2470	2580	4302	5933
AC002073.1	102	102	102	102
RNU6-1128P	99	99	99	99
RNF185	2335	2931	3350	3454
RNF185-AS1	353	353	353	353
MIR3928	60	60	60	60
AC005005.1	682	682	682	682
PLA2G3	2573	2573	2573	2573
INPP5J	2229	2350	3498	4889
SELENOM	831	687	2127	3120
AC005005.2	393	393	393	393
SMTN	1824	1035	5084	10555
AC005005.3	1405	1405	1405	1405
AC005005.4	14226	14226	14226	14226
RN7SL633P	296	296	296	296
TUG1	3975	4174	7509	10069
AC004542.2	539	539	539	539
AC004542.1	263	263	263	263
AC004542.3	179	179	179	179
AC004542.6	237	237	237	237
AC004542.4	88	88	88	88
AC004542.5	145	145	145	145
MORC2	2115	786	5654	6670
MORC2-AS1	1456	1688	2272	2723
OSBP2	2016	2470	4257	6552
MIR3200	85	85	85	85
AC003072.2	323	323	323	323
SLC35E4	2234	2103	2574	5410
DUSP18	1523	1307	2930	4446
AC003072.1	561	561	561	561
TCN2	1402	1872	2197	2920
PES1	1413	1002	2760	4522
AC005006.1	187	187	187	187
GAL3ST1	960	649	1908	3071
AC004832.1	765	801	1015	2056
SEC14L3	1622	1934	2445	3841
AC004832.2	480	480	480	480
AC004832.6	555	555	557	557
MTFP1	802	824	1131	1599
AC004832.3	1010	870	1468	1478
SEC14L2	1522	871	4161	5539
RNF215	2006	1645	7780	10432
AC004832.4	336	336	336	336
RNU6-564P	104	104	104	104
AC004832.5	402	402	402	402
CCDC157	2006	1429	4696	6462
SF3A1	2017	735	5310	6495
TBC1D10A	1921	1865	5611	7075
AC004997.1	1859	1830	1986	2069
CASTOR1	848	794	1635	2765
AC004264.2	1756	1756	1756	1756
OSM	1108	999	1863	2122
AC004264.1	795	795	795	795
LIF	2243	2243	3895	3895
LIF-AS1	805	805	805	805
AC002378.1	2222	2222	2222	2222
HORMAD2	1279	1280	2128	2298
AC003071.1	704	704	704	704
AC003071.2	326	326	326	326
HORMAD2-AS1	730	726	887	1424
MTMR3	2733	636	8882	9896
AC003681.1	48014	48014	48014	48014
MIR6818	65	65	65	65
RNU6-331P	107	107	107	107
RNU6-1235P	108	108	108	108
FP475955.1	239	239	239	239
ASCC2	1017	580	2820	5467
UQCR10	761	761	936	995
AC004882.4	781	781	781	781
ZMAT5	1717	1717	2496	3222
AC004882.1	109	109	109	109
CABP7	3313	3313	3313	3313
AC004882.2	477	477	569	758
AC004882.3	246	246	246	246
NF2	2836	2592	6418	7861
RPEL1	816	816	816	816
NIPSNAP1	828	632	2004	2980
THOC5	1578	913	4798	7944
AC005529.1	153	153	153	153
NEFH	3789	3789	3789	3789
AC000035.1	343	343	343	343
RFPL1S	1091	735	4162	5770
RFPL4AP6	853	853	853	853
AP1B1	2846	2937	4167	6370
AC000041.1	175	175	175	175
AC002059.2	110	110	110	110
SNORD125	96	96	96	96
RASL10A	1044	983	1685	2143
AC002059.1	478	478	478	478
GAS2L1	2013	2360	3378	4491
EWSR1	1867	1902	7263	10317
RHBDD3	1060	901	1774	2944
AL031186.1	381	381	381	381
EMID1	1218	779	2138	4810
RNU6-1219P	115	115	115	115
KREMEN1	1837	997	6135	7094
RNU6-810P	107	107	107	107
AL021393.1	525	525	525	525
C22orf31	995	995	995	995
ZNRF3	4168	2902	6913	7030
ZNRF3-AS1	2213	2213	2213	2213
ZNRF3-IT1	675	675	675	675
Z93930.2	346	346	512	1223
Z93930.1	244	244	244	244
Z93930.3	750	750	750	750
XBP1	1611	1814	2134	3310
CCDC117	2291	2396	3977	4324
HSCB	761	792	1100	1434
CHEK2	1191	1223	2443	4266
CHEK2P2	662	671	673	723
AC136944.3	544	544	552	918
CHEK2P5	259	259	259	259
CHEK2P4	246	246	246	246
CHEK2P1	255	255	255	255
CHEK2P3	249	249	249	249
AC133548.1	243	243	243	243
TTC28	3331	814	11730	12716
AC136944.4	231	231	231	231
RN7SL162P	292	292	292	292
MIR5739	80	80	80	80
AL023281.1	85	85	85	85
AL023281.2	95	95	95	95
RN7SL757P	301	301	301	301
TTC28-AS1	2848	3150	6531	13869
AL033538.2	112	112	112	112
AL033538.1	178	178	178	178
AL031591.1	157	157	157	157
MIR3199-1	89	89	89	89
MIR3199-2	87	87	87	87
PITPNB	1251	774	2942	5110
AL031591.2	162	162	162	162
MN1	3006	619	7841	7978
AL121885.1	447	447	447	447
AL121885.2	822	822	822	822
AL121885.3	98	98	98	98
AL133456.1	577	577	577	577
AL050402.1	578	578	815	1057
AL050402.2	849	849	849	849
AL049536.1	601	601	748	1048
AL020994.2	872	734	1310	1390
AL020994.1	577	577	577	577
LINC02554	2426	1809	5049	6332
AL020994.3	272	272	272	272
LINC01638	576	569	614	1248
AL021153.1	308	308	308	308
AL008638.1	453	453	453	453
AL008638.6	4262	4262	4262	4262
AL008638.2	1783	1783	2364	3156
AL008638.4	1407	1407	1407	1407
AL008638.5	1305	1305	1305	1305
RNU6-1066P	102	102	102	102
AL008638.3	5037	5037	5037	5037
LINC01422	1820	1420	5947	8250
Z97353.2	699	699	868	1095
MIATNB	967	702	2570	7824
MIAT	5520	5693	8754	8754
Z99774.3	376	376	376	376
Z99774.1	2619	2619	2619	2619
Z99774.2	85	85	85	85
Z99774.4	149	149	149	149
CRYBA4	581	642	809	812
CRYBB1	677	677	1040	1149
Z95115.2	1380	1380	1380	1380
TPST2	1905	668	5585	6914
MIR548J	113	113	113	113
Z95115.1	1265	1265	1554	1554
TFIP11	1349	596	3549	5348
SRRD	1749	659	3982	4272
HPS4	2322	1924	6116	10730
ASPHD2	3374	3374	3374	3374
Z99714.1	810	810	810	810
RNA5SP495	110	110	110	110
SEZ6L	3633	3242	6573	7153
AL080273.1	535	535	535	535
AL022337.1	1183	1107	1535	2017
LINC02559	189	189	189	189
MYO18B	4507	4624	8566	9797
Z98949.1	144	144	144	144
Z98949.2	440	440	440	440
RN7SKP169	291	291	291	291
MYO18B-AS1	781	757	1563	6311
AL022329.3	355	355	355	355
GRK3	3652	2374	9205	9467
RNA5SP494	129	129	129	129
YES1P1	1636	1636	1636	1636
AL022332.2	190	190	190	190
AL022324.4	560	560	560	560
AL022329.2	653	653	653	653
CRYBB2P1	1423	1373	2863	6308
AL008721.2	3700	3700	3700	3700
MIR6817	66	66	66	66
PIWIL3	3219	3108	3558	3861
AL031274.1	108	108	108	108
SGSM1	4392	4824	6666	8656
AL049759.1	71	71	71	71
TMEM211	894	866	1122	1123
KIAA1671	4394	3927	8421	14035
AL022323.2	5354	5354	5354	5354
AL022323.4	2048	2048	2048	2048
AL022323.1	3029	3029	3029	3029
AL022323.3	12365	12365	12365	12365
KIAA1671-AS1	966	966	966	966
CRYBB3	729	729	856	856
Z99916.1	1176	1176	1283	1283
CRYBB2	894	894	1020	1048
AL022324.1	692	692	1023	1080
AL022324.3	771	771	771	771
AL008721.1	308	308	308	308
IGLVIVOR22-1	398	398	398	398
AP000345.2	1118	1118	1118	1118
GAPDHP69	241	241	241	241
AC105345.1	1271	1271	2153	2153
AP000358.1	156	156	156	156
PTENP1	1074	1074	1155	1155
AP000357.2	158	158	158	158
AP000345.1	513	513	581	624
IGLL1	747	712	877	892
AP000346.4	386	386	386	386
ZNF70	2080	2080	2080	2080
VPREB3	535	535	567	567
C22orf15	892	663	2086	2086
CHCHD10	648	503	1172	1374
MMP11	1240	690	3901	5255
SMARCB1	1786	1663	5138	15079
DERL3	1172	800	3450	3700
AP000350.5	621	621	621	621
SLC2A11	1506	1055	3805	8262
AP000350.4	784	784	784	784
AP000350.7	7637	7637	7637	7637
RN7SL268P	298	298	298	298
MIF	522	553	585	725
MIF-AS1	1481	1481	1481	1481
AP000350.6	5614	5614	5614	5614
AP000350.2	586	586	800	1017
GSTT4	603	600	952	952
AP000350.1	532	532	532	532
AC253536.6	418	418	418	418
DDTL	593	593	593	593
GSTT2	1066	1097	1166	1166
GSTT2B	950	950	1081	1081
AC253536.4	265	265	265	265
CABIN1	2829	1471	7484	9399
AC253536.3	560	560	560	560
SUSD2	3991	3991	4875	4984
SUSD2P2	747	747	747	747
AP000552.1	682	682	682	682
GGT5	2330	2421	4020	7500
AP000356.4	173	173	173	173
AC023490.6	297	297	297	297
AL133466.1	150	150	150	150
AL356585.10	114	114	114	114
AP000356.1	373	373	373	373
DRICH1	682	582	1152	1258
AP000346.3	210	210	210	210
GGTLC1	991	991	1020	1096
GGT1	1163	853	2825	5034
GGT2	2288	2288	2357	2562
GGTLC2	1209	961	2225	2456
GGT3P	1809	1809	1904	2126
GGTLC5P	999	999	999	999
GGT4P	1709	1709	1709	1709
GGTLC4P	676	676	676	676
GGT8P	532	532	532	532
LRRC75B	1424	1236	2929	3424
GUCD1	1520	868	3341	4259
UPB1	2303	3011	3788	5262
AP000355.1	464	464	464	464
ADORA2A-AS1	1768	1663	2537	3965
ADORA2A	1265	703	2734	4152
SPECC1L-ADORA2A	6912	6912	6912	6912
SPECC1L	3463	3047	6752	7418
AP000354.1	351	351	351	351
CES5AP1	461	461	461	461
AC007731.3	446	446	446	446
AP000343.1	378	378	378	378
AC126177.1	329	329	495	495
BCR	1696	714	6761	11505
FBXW4P1	1999	1999	1999	1999
RN7SL263P	265	265	265	265
RNU6-61P	109	109	109	109
BCRP8	263	263	263	263
RAB36	1945	979	4201	4282
RSPH14	662	659	1185	2217
AC000029.1	61	61	61	61
AC000029.2	275	275	275	275
GNAZ	1456	652	3136	3643
AC245054.1	258	258	258	258
IGLC7	441	441	441	441
IGLCOR22-1	320	320	320	320
IGLCOR22-2	318	318	318	318
IGLJ7	46	46	46	46
IGLC6	313	313	313	313
IGLJ6	70	70	70	70
IGLC5	301	301	301	301
IGLJ5	72	72	72	72
IGLC4	235	235	235	235
IGLJ4	33	33	33	33
IGLJ2	459	459	459	459
IGLJ3	176	176	176	176
IGLC3	461	461	461	461
IGLL5	1167	1293	1328	1332
IGLC1	462	462	462	462
IGLJ1	127	127	127	127
MIR5571	113	113	113	113
IGLV3-1	366	366	366	366
IGLV3-30	295	295	295	295
IGLV3-19	713	713	713	713
IGLV3-17	247	247	247	247
IGLV3-7	267	267	267	267
IGLV3-31	295	295	295	295
IGLV3-26	302	302	302	302
IGLV3-4	238	238	238	238
IGLV3-2	223	223	223	223
IGLV4-3	403	403	403	403
IGLV2-5	277	277	277	277
MIR650	92	92	92	92
IGLV3-9	460	460	460	460
IGLV3-15	248	248	248	248
IGLV3-29	244	244	244	244
IGLV3-24	197	197	197	197
AC244250.1	446	446	446	446
AC244250.2	143	143	143	143
AC244157.1	162	162	162	162
IGLVI-20	129	129	129	129
IGLV3-22	409	409	409	409
IGLV3-13	223	223	223	223
IGLV3-6	256	256	256	256
AC246793.1	3087	3087	3087	3087
PRAME	1647	2078	2789	3601
ZNF280A	2147	2147	2147	2147
ZNF280B	4325	3968	5303	5305
AC245291.1	328	328	328	328
IGLV7-35	339	339	339	339
AC245517.2	99	99	99	99
ASH2LP1	986	986	986	986
IGLV1-62	148	148	148	148
IGLV1-51	389	389	389	389
IGLVIV-59	103	103	103	103
IGLV7-46	388	388	388	388
IGLVI-63	370	370	370	370
IGLV5-48	369	369	369	369
IGLV5-45	396	396	396	396
IGLV9-49	409	409	409	409
ASH2LP3	1641	1641	1641	1641
IGLV1-41	406	406	406	406
IGLV5-52	379	379	379	379
IGLV4-60	365	365	365	365
IGLV4-69	426	426	426	426
AC245517.4	257	257	257	257
AC245517.5	152	152	152	152
IGLVIV-65	358	358	358	358
IGLVV-58	111	111	111	111
IGLVV-66	128	128	128	128
IGLVIV-66-1	458	458	458	458
AC245452.3	162	162	162	162
IGLV10-67	231	231	231	231
PRAMENP	1763	1815	2037	2038
AC245452.5	802	802	802	802
AC245452.4	375	375	375	375
IGLVIV-53	366	366	366	366
IGLVI-70	394	394	394	394
IGLV6-57	356	356	356	356
IGLV11-55	381	381	381	381
IGLVI-56	389	389	389	389
AC245517.1	1347	1347	1347	1347
IGLV8-61	414	414	414	414
VPREB1	635	635	644	650
TOP3B	1519	736	4112	6567
AC245452.1	19940	19940	37621	37645
TOP3BP1	1381	1381	1381	1381
PPM1F	2179	628	5346	9367
MAPK1	3465	1221	10926	11247
AP000553.8	1118	1118	1118	1118
YPEL1	1638	900	4290	4689
RN7SL280P	169	169	169	169
AP000553.9	957	957	957	957
PPIL2	2065	1697	4890	7578
AP000553.1	1014	1014	1014	1014
AP000553.2	429	429	429	429
AP000553.4	71	71	71	71
AP000553.7	105	105	105	105
AP000553.5	432	432	432	432
MIR130B	82	82	82	82
MIR301B	78	78	78	78
SDF2L1	708	708	821	1050
AP000553.3	430	430	430	430
CCDC116	1577	1920	2239	2957
YDJC	1293	1399	1614	1754
UBE2L3	3062	2975	3410	3797
AP000552.4	249	249	249	249
RIMBP3C	5769	5769	5835	6070
RIMBP3B	6068	6068	6068	6068
RN7SKP63	301	301	301	301
AP000552.3	144	144	144	144
AP000552.5	281	281	281	281
HIC2	6114	6777	6885	7197
AC023490.2	240	240	240	240
AC023490.5	406	406	406	406
TMEM191C	1151	1103	2577	4133
TMEM191A	852	765	1847	2568
TMEM191B	726	468	1911	2091
PI4KAP1	2144	2218	2436	3717
PI4KA	1511	614	6742	11390
PI4KAP2	2397	2275	3977	6972
SERPIND1	1998	1998	2199	2315
SNAP29	1862	970	3938	4600
AC007308.1	367	367	367	367
CRKL	3677	3677	5326	5326
LINC01637	702	702	702	702
AIFM3	1439	1208	2833	5572
AC002470.2	3451	3451	3451	3451
AC002470.1	392	392	392	392
LZTR1	2391	2503	4935	9097
THAP7	1320	1392	1911	2809
THAP7-AS1	1559	1473	2286	3052
AC002472.2	963	963	963	963
TUBA3FP	1834	1834	1973	2121
P2RX6	1387	1227	2987	4172
AC002472.3	621	621	621	621
SLC7A4	1675	2303	2312	2441
AC002472.1	716	716	716	716
MIR649	97	97	97	97
P2RX6P	337	337	364	447
LRRC74B	2460	2201	4759	5486
TUBA3GP	1113	1113	1113	1113
AC002472.4	260	260	260	260
SLC9A3P3	1860	1860	1860	1860
SLC9A3P2	1976	1976	1976	1976
SLC9A3P1	1697	1697	1697	1697
MED15	1479	670	4823	10539
AC007731.4	652	652	652	652
KLHL22	935	755	2532	4588
KRT18P5	1289	1289	1289	1289
RN7SL812P	277	277	277	277
AC007731.1	114	114	114	114
RNY1P9	113	113	113	113
AC007731.2	1685	1685	1685	1685
AC007731.5	716	716	716	716
SCARF2	2445	3240	3241	3410
RNU6-225P	103	103	103	103
ZNF74	2843	3087	3876	5938
AP003900.1	366	366	629	629
AC008103.1	1153	1153	1153	1153
AC016027.2	2473	2473	2473	2473
AC007663.3	463	463	463	463
AC007663.4	609	609	609	609
AC007326.2	7530	7530	7530	7530
RTN4R	1306	1224	2230	3582
MIR1286	78	78	78	78
LINC00896	1348	1348	2109	2109
AC007663.2	2225	2225	2225	2225
CCDC188	1171	1267	1449	1773
ZDHHC8	2618	3101	5075	5465
RANBP1	914	832	2115	4551
SNORA77B	125	125	125	125
TRMT2A	1289	937	2908	3987
MIR6816	66	66	66	66
DGCR8	2788	3107	4678	7280
AC006547.2	505	505	505	505
MIR1306	85	85	85	85
MIR3618	88	88	88	88
AC006547.4	140	140	140	140
AC006547.1	726	792	993	2107
TANGO2	1410	1216	3417	7303
AC006547.3	583	583	583	583
MIR185	82	82	82	82
ARVCF	1788	2102	4043	5620
COMT	1274	1260	2272	5154
MIR4761	72	72	72	72
TXNRD2	1527	1852	3128	7062
AC000078.1	680	680	680	680
RTL10	1889	2051	2713	3963
GNB1L	2019	1115	6650	6996
TBX1	1367	1398	2093	3679
AC000093.1	3648	3648	4125	4683
GP1BB	961	961	961	961
SEPTIN5	1325	1114	2342	4567
AC000067.1	270	270	270	270
AC000077.1	904	904	904	904
LINC00895	1634	1634	1634	1634
CLDN5	2173	2376	2562	3448
AC000082.1	542	542	542	542
CDC45	1203	981	2074	3059
UFD1	1473	869	5030	8695
AC000068.2	458	458	458	458
AC000068.3	436	436	436	436
AC000068.1	1979	1979	1979	1979
C22orf39	1995	1732	3334	6900
HIRA	2120	1983	4062	4310
MRPL40	1093	956	1386	1961
RN7SL168P	275	275	275	275
AC000085.1	867	867	867	867
CLTCL1	3221	3689	5510	10015
AC000081.2	93	93	93	93
AC000081.1	288	288	288	288
AC000072.1	966	966	966	966
SLC25A1	1201	1576	1627	2025
LINC01311	1450	1450	1450	1450
GSC2	766	766	1055	1160
ESS2	2034	1806	5360	6216
TSSK2	1329	1329	1329	1329
AC004471.2	1512	1512	1512	1512
TSSK1A	772	772	772	772
AC004471.1	586	586	586	586
DGCR2	3086	4341	4792	5594
AC004461.3	788	788	788	788
AC004461.2	177	177	177	177
DGCR11	2215	2215	2215	2215
AC004461.1	113	113	113	113
LINC01651	108	108	154	158
CA15P1	478	478	478	478
CA15P2	332	332	332	332
AC000095.3	1745	1745	1745	1745
AC023490.7	693	693	693	693
DGCR10	503	503	503	503
AC007326.5	347	347	347	347
PRODH	2040	2286	4752	8767
AC007663.1	1338	1338	1338	1338
USP41	1075	1053	2015	2532
USP18	1870	1870	1870	1870
TUBA8	1446	1518	2000	3678
AC008079.1	20020	20020	20020	20020
PEX26	2632	2080	4449	5835
ARL2BPP10	529	529	529	529
AC016027.4	280	280	280	280
AC016027.5	203	203	203	203
AC016027.1	1067	793	1692	2221
LINC01634	2428	2428	2428	2428
MICAL3	2903	2662	9504	22019
RHEBP3	333	333	333	333
RHEBP2	206	206	206	206
AC016027.3	359	359	359	359
MIR648	94	94	94	94
AC016026.1	4291	4291	4291	4291
AC016026.2	969	969	969	969
LINC00528	2107	2107	2107	2107
BID	1667	2173	2756	4908
BCL2L13	3166	4546	5020	7029
ATP6V1E1	860	794	1335	3132
SLC25A18	1337	845	2418	4690
SLC25A18P1	259	259	259	259
AC007666.1	1166	1166	1825	1947
AC007666.2	1444	1444	1444	1444
CECR2	4987	4755	9683	10724
CLCP1	380	380	380	380
FO681548.1	996	996	996	996
RN7SL843P	297	297	297	297
CECR9	199	199	199	199
CECR3	1908	1908	1908	1908
ADA2	1788	1741	3905	6841
FAM32BP	310	310	310	310
AC005300.1	370	370	370	370
HDHD5-AS1	490	490	626	640
HDHD5	1640	1594	3641	4928
LINC01664	1164	1165	1476	1949
TMEM121B	4510	4510	5062	5069
IL17RA	2759	2751	4911	5337
AC006946.1	323	323	323	323
AC006946.3	757	757	757	757
AC006946.2	2905	2905	2905	2905
CECR7	335	335	335	335
AC006548.2	462	462	462	462
GAB4	1703	1842	2979	4411
AC006548.3	868	868	868	868
ANKRD20A5P	957	957	957	957
AL139327.3	153	153	153	153
TUBA3C	1562	1562	1567	1567
AL139327.1	411	427	459	545
AC018804.1	357	357	357	357
CLEC4O	165	165	292	292
NKAIN1P1	305	305	305	305
AC027612.4	380	380	380	380
DBET	685	685	685	685
CU634019.3	595	595	595	595
CLUHP4	599	599	599	599
CLUHP1	598	598	598	598
CLUHP2	758	758	758	758
CLUHP8	575	575	575	575
CU633906.5	269	269	269	269
CU633904.4	533	533	533	533
CU633906.6	533	533	533	533
CU638689.2	367	367	367	367
CU638689.3	379	379	379	379
CU634019.5	355	355	355	355
CU633904.3	358	358	358	358
CLUHP5	217	217	217	217
CU633906.3	101	101	101	101
CU633906.7	1130	1130	1130	1130
FP236315.2	1421	1421	1421	1421
FP236315.3	308	308	308	308
FP236315.1	457	457	457	457
AC018865.2	61	61	61	61
VN1R71P	119	119	119	119
MYO5BP2	980	980	980	980
MYO5BP3	973	973	973	973
MYO5BP1	1004	1004	1004	1004
SNX19P3	2198	2198	2198	2198
SNX19P2	2200	2200	2200	2200
AC022616.9	260	260	260	260
PHF2P2	948	948	948	948
USP24P1	598	598	598	598
AC118282.4	1718	1718	1718	1718
ZNF337	3366	3366	3922	3922
ZNF337-AS1	1283	775	4337	5311
AL031673.1	464	464	464	464
MED28P7	529	529	529	529
NANP	3803	3803	3803	3803
RNU6ATAC17P	71	71	71	71
NINL	1818	750	4986	6010
GINS1	1207	569	3298	4124
ABHD12	1151	1176	2036	4206
PYGB	2805	3550	4139	4396
AL121772.3	608	608	608	608
AL121772.2	298	298	298	298
AL121772.1	2361	2361	2361	2361
AL035252.4	2340	2340	2340	2340
ENTPD6	1547	969	4484	7060
AL035252.5	289	289	289	289
AL035252.1	105	105	105	105
AL035252.6	1648	1648	1648	1648
AL035252.2	895	895	895	895
AL035252.3	1873	2158	3224	5871
AL080312.1	824	824	824	824
VSX1	1378	1306	2185	3840
AL080312.2	617	617	617	617
ACSS1	3300	3513	4742	8604
AL035661.2	993	993	993	993
APMAP	2162	2162	2205	2229
RNU6-1257P	107	107	107	107
CST7	831	831	831	831
AL049594.1	799	799	799	799
SYNDIG1	2086	2086	2086	2086
AL157413.1	831	831	831	831
GAPDHP53	937	937	937	937
AL158090.1	603	603	603	603
RNU1-23P	141	141	141	141
LINC01721	1843	1352	3300	6513
AL110503.1	192	192	192	192
CSTP1	779	779	1139	1139
CST5	757	757	757	757
CSTP2	172	172	172	172
CST2P1	79	79	79	79
CST9LP1	481	481	519	609
CST9L	694	694	694	694
CST9LP2	318	318	318	318
AL591074.2	1144	1144	1175	1262
AL121894.3	1262	1210	1741	3288
AL591074.1	1124	1133	1185	1491
AL121894.1	441	441	441	441
CST3	1612	783	3280	3600
AL121894.2	492	492	492	492
CST1	372	372	461	461
CST2	452	452	452	452
CST9	1585	1585	1585	1585
CST13P	908	1148	1153	1153
AL109954.2	1366	1366	2172	2318
CST8	759	759	891	907
AL109954.3	560	560	560	560
CST12P	355	355	355	355
AL096677.1	886	886	1244	1330
AL109954.1	102	102	102	102
CST11	571	571	576	585
CSTL1	542	506	732	1071
NAPB	2626	3742	3871	5222
RNA5SP479	117	117	117	117
GZF1	2073	796	4254	4883
LINC01431	520	504	596	843
NXT1	1061	1061	1061	1061
NXT1P1	315	315	315	315
NXT1-AS1	810	810	810	810
AL390037.1	428	428	428	428
AL118508.1	1313	1359	2585	5583
RNA5SP478	96	96	96	96
AL118508.2	1826	1826	1826	1826
LINC00656	1839	1856	1879	1883
CD93	6687	6687	6687	6687
AL118508.3	1173	1173	1173	1173
THBD	4035	4035	4035	4035
AL049651.2	750	750	1089	1235
SSTR4	1426	1426	1426	1426
AL049651.1	513	549	709	1119
AL353132.1	2060	2060	2060	2060
CYB5AP4	398	398	398	398
AL158175.1	1257	1182	1761	2885
KRT18P3	538	538	538	538
LINC01747	1333	1072	2524	4557
LNCNEF	660	660	660	660
FOXA2	2440	2440	2450	2631
LINC00261	1789	857	4990	5636
AL133464.1	1497	1668	1906	5392
AL121912.1	238	238	238	238
LINC01427	1564	1379	2986	4740
AL035258.1	439	439	439	439
LINC01432	696	696	696	696
AL109807.1	558	558	558	558
SLC25A6P1	774	774	774	774
PAX1	2212	1857	5309	5819
LINC01726	1244	1244	1244	1244
LINC01727	1509	1252	4493	7363
AL121590.1	458	458	458	458
AL133325.2	1093	1093	1739	1995
NKX2-2	2102	2102	2102	2102
NKX2-2-AS1	638	638	638	638
AL133325.3	2033	2033	3658	3930
GSTM3P1	571	571	571	571
AL133325.1	382	382	382	382
RN7SKP140	285	285	285	285
AL158013.1	596	523	1060	1352
NKX2-4	1742	1742	1742	1742
XRN2	3112	3112	3413	3655
AL117332.1	978	978	978	978
ZNF877P	612	612	612	612
KIZ	1332	1412	3846	5196
KIZ-AS1	2247	1173	5008	5089
AL121759.1	590	590	796	1109
RNA5SP477	117	117	117	117
RPL24P2	474	474	474	474
LINC00237	1114	1155	1276	2407
AL121759.2	1501	1435	2576	2689
AL133465.1	512	512	512	512
MRPS11P1	519	519	519	519
RN7SL607P	286	286	286	286
LLPHP1	347	347	347	347
RALGAPA2	4205	2682	9572	11756
EIF4E2P1	255	255	255	255
INSM1	2860	2860	2860	2860
AL161658.1	1963	1963	1963	1963
CFAP61	1017	679	4098	7177
RN7SL690P	102	102	102	102
CFAP61-AS1	573	573	573	573
RPL17P1	415	415	415	415
AL049648.1	282	282	282	282
AL035454.1	433	433	433	433
CRNKL1	3201	4080	4393	4556
NAA20	1112	1065	1622	2347
RIN2	2022	1373	4509	6549
AL121761.1	1240	1240	1240	1240
SLC24A3	3130	3689	3917	4042
AL121830.1	652	660	1253	2445
AL049647.1	1037	1037	1793	1957
AL136090.1	365	365	365	365
AL136090.2	1861	1861	1861	1861
AL135936.1	1000	1000	1000	1000
C20orf78	562	562	606	736
SCP2D1	595	595	595	595
LINC00653	1523	1523	1523	1523
LINC00652	2072	1694	3327	4033
EEF1A1P34	859	859	859	859
DTD1	1242	1395	1473	1645
AL121900.1	695	695	695	695
DTD1-AS1	1694	1694	1694	1694
DUXAP7	761	761	761	761
RNU6ATAC34P	121	121	121	121
RN7SL638P	279	279	279	279
SMIM26	589	572	695	1120
SEC23B	1776	1133	3490	4374
RPS19P1	435	435	435	435
RBBP9	1865	921	3845	3845
RPL21P3	475	475	475	475
POLR3F	1141	698	2266	2681
MIR3192	76	76	76	76
DZANK1	2614	3155	3886	6685
RNA5SP476	103	103	103	103
GCNT1P1	1329	1329	1329	1329
LINC00851	720	720	728	737
